Af,wf,fbeat,f1,f2,fase,dfase,amp,erramp,gamma,a,beta,alfa
0.0,154,213.0,1418.0,1632.0,-279.3842600988801,188.60749023151334,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,155,213.0,1418.0,1632.0,-274.67194227574697,185.46788998096548,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,156,213.0,1418.0,1632.0,-269.95962445261375,182.32828973041762,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,157,213.0,1418.0,1632.0,-265.2473066294806,179.18868947986977,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,158,213.0,1418.0,1632.0,-260.53498880634726,176.04908922932185,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,159,213.0,1418.0,1632.0,-255.82267098321412,172.909488978774,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,160,213.0,1418.0,1632.0,-251.1103531600809,169.76988872822614,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,161,213.0,1418.0,1632.0,-246.39803533694777,166.63028847767816,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,162,213.0,1418.0,1632.0,-241.68571751381458,163.49068822713025,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,163,213.0,1418.0,1632.0,-236.97339969068142,160.35108797658245,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,164,213.0,1418.0,1632.0,-232.26108186754823,157.21148772603465,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,165,213.0,1418.0,1632.0,-227.54876404441504,154.07188747548673,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,166,213.0,1418.0,1632.0,-222.83644622128173,150.93228722493882,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,167,213.0,1418.0,1632.0,-218.12412839814857,147.7926869743909,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,168,213.0,1418.0,1632.0,-213.41181057501538,144.65308672384288,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,169,213.0,1418.0,1632.0,-208.69949275188216,141.5134864732952,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,170,213.0,1418.0,1632.0,-203.98717492874903,138.37388622274716,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,171,213.0,1418.0,1632.0,-199.27485710561587,135.23428597219947,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,172,213.0,1418.0,1632.0,-194.56253928248265,132.09468572165144,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,173,213.0,1418.0,1632.0,-189.85022145934948,128.95508547110376,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,174,213.0,1418.0,1632.0,-185.1379036362163,125.81548522055573,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,175,213.0,1418.0,1632.0,-180.42558581308316,122.67588497000804,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,176,213.0,1418.0,1632.0,-175.71326798994994,119.53628471946001,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,177,213.0,1418.0,1632.0,-171.0009501668166,116.3966844689121,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,178,213.0,1418.0,1632.0,-166.28863234368345,113.25708421836418,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,179,213.0,1418.0,1632.0,-161.57631452055023,110.11748396781638,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,180,213.0,1418.0,1632.0,-156.8639966974171,106.97788371726847,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,181,213.0,1418.0,1632.0,-152.1516788742839,103.83828346672044,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,182,213.0,1418.0,1632.0,-147.4393610511507,100.69868321617275,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,183,213.0,1418.0,1632.0,-142.72704322801755,97.55908296562473,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,184,213.0,1418.0,1632.0,-138.01472540488436,94.41948271507704,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,185,213.0,1418.0,1632.0,-133.3024075817512,91.27988246452901,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,186,213.0,1418.0,1632.0,-128.59008975861803,88.14028221398132,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,187,213.0,1418.0,1632.0,-123.87777193548467,85.00068196343318,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,188,213.0,1418.0,1632.0,-119.1654541123515,81.8610817128855,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,189,213.0,1418.0,1632.0,-114.45313628921832,78.72148146233747,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,190,213.0,1418.0,1632.0,-109.74081846608513,75.58188121178978,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,191,213.0,1418.0,1632.0,-105.02850064295197,72.44228096124175,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,192,213.0,1418.0,1632.0,-100.31618281981878,69.30268071069406,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,193,213.0,1418.0,1632.0,-95.60386499668562,66.16308046014603,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,194,213.0,1418.0,1632.0,-90.89154717355244,63.02348020959812,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,195,213.0,1418.0,1632.0,-86.17922935041928,59.88387995905032,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,196,213.0,1418.0,1632.0,-81.46691152728607,56.744279708502404,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,197,213.0,1418.0,1632.0,-76.75459370415291,53.6046794579546,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,198,213.0,1418.0,1632.0,-72.04227588101956,50.465079207406575,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,199,213.0,1418.0,1632.0,-67.32995805788639,47.325478956858774,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,200,213.0,1418.0,1632.0,-62.61764023475322,44.18669019173694,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,201,213.0,1418.0,1632.0,-57.905322411620034,41.069860261668055,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,202,213.0,1418.0,1632.0,-53.19300458848685,37.95303033159928,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,203,213.0,1418.0,1632.0,-48.480686765353674,34.83620040153039,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,204,213.0,1418.0,1632.0,-43.7683689422205,31.719370471461616,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,205,213.0,1418.0,1632.0,-39.05605111908733,28.602540541392727,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,206,213.0,1418.0,1632.0,-34.343733295954145,25.48571061132384,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,207,213.0,1418.0,1632.0,-29.631415472820972,22.368880681255064,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,208,213.0,1418.0,1632.0,-24.919097649687625,19.25205075118606,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,209,213.0,1418.0,1632.0,-20.20677982655445,16.135220821117287,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,210,213.0,1418.0,1632.0,-15.494462003421273,13.018390891048398,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,211,213.0,1418.0,1632.0,-10.782144180288096,9.901560960979623,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,212,213.0,1418.0,1632.0,-6.069826357154918,6.784731030910507,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,213,213.0,1418.0,1632.0,-1.3575085340217417,3.6916368381436087,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,214,213.0,1418.0,1632.0,3.354809289111435,5.028044700604255,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,215,213.0,1418.0,1632.0,8.067127112244611,8.144447687164188,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,216,213.0,1418.0,1632.0,12.779444935377787,11.260850673724121,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,217,213.0,1418.0,1632.0,17.491762758510966,14.377253660283827,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,218,213.0,1418.0,1632.0,22.204080581644142,17.49365664684376,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,219,213.0,1418.0,1632.0,26.91639840477749,20.61005963340358,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,220,213.0,1418.0,1632.0,31.628716227910665,23.726462619963627,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,221,213.0,1418.0,1632.0,36.341034051043835,26.84286560652356,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,222,213.0,1418.0,1632.0,41.05335187417702,29.959268593083266,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,223,213.0,1418.0,1632.0,45.7656696973102,33.0756715796432,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,224,213.0,1418.0,1632.0,50.47798752044337,36.19207456620313,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,225,213.0,1418.0,1632.0,55.190305343576554,39.310409929517505,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,226,213.0,1418.0,1632.0,59.90262316670972,42.43094003666431,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,227,213.0,1418.0,1632.0,64.61494098984289,45.55147014381089,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,228,213.0,1418.0,1632.0,69.32725881297607,48.67200025095758,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,229,213.0,1418.0,1632.0,74.03957663610926,51.792530358104386,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,230,213.0,1418.0,1632.0,78.7518944592426,54.91306046525108,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,231,213.0,1418.0,1632.0,83.46421228237578,58.033590572397884,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,232,213.0,1418.0,1632.0,88.17653010550896,61.154120679544576,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,233,213.0,1418.0,1632.0,92.88884792864214,64.27465078669115,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,234,213.0,1418.0,1632.0,97.60116575177531,67.39518089383796,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,235,213.0,1418.0,1632.0,102.31348357490849,70.51571100098465,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,236,213.0,1418.0,1632.0,107.02580139804168,73.63933394570483,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,237,213.0,1418.0,1632.0,111.73811922117484,76.7785072527438,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,238,213.0,1418.0,1632.0,116.45043704430799,79.91768055978253,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.0,239,213.0,1418.0,1632.0,121.1627548674412,83.05685386682148,1.8504672897196315,700.9694149882899,20000,0.003,-0.12,-0.12
0.001,140,213.0,1418.0,1632.0,-345.36951880387613,232.6089377707048,1.9626168224299363,698.9107954558845,20000,0.003,-0.12,-0.12
0.001,141,213.0,1418.0,1632.0,-340.65721119932107,229.4611321879995,1.9626168224299363,699.4399787871148,20000,0.003,-0.12,-0.12
0.001,142,213.0,1418.0,1632.0,-335.94491241186074,226.32948722827905,1.990654205607484,699.5257847814601,20000,0.003,-0.12,-0.12
0.001,143,213.0,1418.0,1632.0,-331.2325927337663,223.18191881134936,2.0,700.1441831162305,20000,0.003,-0.12,-0.12
0.001,144,213.0,1418.0,1632.0,-326.52029396922484,220.05003301157672,1.990654205607484,699.6647350664052,20000,0.003,-0.12,-0.12
0.001,145,213.0,1418.0,1632.0,-321.80797106552654,216.90272451407833,1.9439252336449044,699.9068718015114,20000,0.003,-0.12,-0.12
0.001,146,213.0,1418.0,1632.0,-317.0956724012778,213.77057266885083,1.990654205607484,700.3121795218391,20000,0.003,-0.12,-0.12
0.001,147,213.0,1418.0,1632.0,-312.3833504762356,210.6235330698638,1.9626168224299363,700.0800751965755,20000,0.003,-0.12,-0.12
0.001,148,213.0,1418.0,1632.0,-307.6710520155684,207.4911137051235,1.9252336448598726,698.7414539709412,20000,0.003,-0.12,-0.12
0.001,149,213.0,1418.0,1632.0,-302.9587317040502,204.34433985185547,1.906542056074727,697.674438273837,20000,0.003,-0.12,-0.12
0.001,150,213.0,1418.0,1632.0,-298.24643320417897,201.21165654834493,1.990654205607484,700.8749293052688,20000,0.003,-0.12,-0.12
0.001,151,213.0,1418.0,1632.0,-293.5341148283103,198.06514374647713,2.0467289719625796,700.0560246228674,20000,0.003,-0.12,-0.12
0.001,152,213.0,1418.0,1632.0,-288.82181768245204,194.9322014699481,1.925233644859759,700.3530839030421,20000,0.003,-0.12,-0.12
0.001,153,213.0,1418.0,1632.0,-284.1095060024153,191.785946144315,1.9813084112148545,699.6139935399094,20000,0.003,-0.12,-0.12
0.001,154,213.0,1418.0,1632.0,-279.39719976285363,188.6527570222819,1.9439252336447908,699.8649371196179,20000,0.003,-0.12,-0.12
0.001,155,213.0,1418.0,1632.0,-274.68488610674996,185.50674681078164,2.0,699.7118164254437,20000,0.003,-0.12,-0.12
0.001,156,213.0,1418.0,1632.0,-269.97258907699654,182.37330337218475,1.990654205607484,699.8104751583103,20000,0.003,-0.12,-0.12
0.001,157,213.0,1418.0,1632.0,-265.26027612697413,179.2275426853161,1.990654205607484,701.2137710015279,20000,0.003,-0.12,-0.12
0.001,158,213.0,1418.0,1632.0,-260.5479805058326,176.09385827787418,1.9439252336447908,698.6954476768142,20000,0.003,-0.12,-0.12
0.001,159,213.0,1418.0,1632.0,-255.8356709843941,172.94834092367364,1.9813084112149681,700.6336957933984,20000,0.003,-0.12,-0.12
0.001,160,213.0,1418.0,1632.0,-251.12337456674499,169.8144166637706,1.9439252336447908,700.7491163780483,20000,0.003,-0.12,-0.12
0.001,161,213.0,1418.0,1632.0,-246.4110679418084,166.66913801928763,1.9532710280373067,698.8594140754408,20000,0.003,-0.12,-0.12
0.001,162,213.0,1418.0,1632.0,-241.6987720571017,163.53497972037712,1.9345794392523885,698.3968898386299,20000,0.003,-0.12,-0.12
0.001,163,213.0,1418.0,1632.0,-236.98646858422106,160.38993656505806,1.9719626168224522,698.615939256556,20000,0.003,-0.12,-0.12
0.001,164,213.0,1418.0,1632.0,-232.27417331595137,157.25554764601634,1.9532710280374204,700.1262655037945,20000,0.003,-0.12,-0.12
0.001,165,213.0,1418.0,1632.0,-227.5618734292495,154.11073798882455,1.9813084112149681,699.9228106584519,20000,0.003,-0.12,-0.12
0.001,166,213.0,1418.0,1632.0,-222.84958085953488,150.97612315193714,1.9813084112149681,700.1474693187083,20000,0.003,-0.12,-0.12
0.001,167,213.0,1418.0,1632.0,-218.13728804673653,147.8315384320864,1.990654205607484,699.2867136639702,20000,0.003,-0.12,-0.12
0.001,168,213.0,1418.0,1632.0,-213.42498962917622,144.6966972763056,1.9345794392523885,699.9200167918034,20000,0.003,-0.12,-0.12
0.001,169,213.0,1418.0,1632.0,-208.71269855747352,141.5523516442911,1.9158878504673567,699.4865626146427,20000,0.003,-0.12,-0.12
0.001,170,213.0,1418.0,1632.0,-204.00040523042554,138.41728023954647,2.0,700.0454561993176,20000,0.003,-0.12,-0.12
0.001,171,213.0,1418.0,1632.0,-199.28811165586418,135.27317221492,2.009345794392516,697.8229787796519,20000,0.003,-0.12,-0.12
0.001,172,213.0,1418.0,1632.0,-194.5758197281059,132.13789526953508,1.9345794392522748,699.5039346783345,20000,0.003,-0.12,-0.12
0.001,173,213.0,1418.0,1632.0,-189.86354261368157,128.99399309807768,1.9439252336449044,700.8810757973172,20000,0.003,-0.12,-0.12
0.001,174,213.0,1418.0,1632.0,-185.1512521407518,125.85849255761582,1.9626168224299363,699.783801847532,20000,0.003,-0.12,-0.12
0.001,175,213.0,1418.0,1632.0,-180.4389784215327,122.71484313833605,1.9719626168224522,701.1435924937416,20000,0.003,-0.12,-0.12
0.001,176,213.0,1418.0,1632.0,-175.72663130008198,119.57900562165071,1.9626168224299363,699.1039426162323,20000,0.003,-0.12,-0.12
0.001,177,213.0,1418.0,1632.0,-171.0144177491113,116.4356643560102,1.9626168224299363,699.9221988809999,20000,0.003,-0.12,-0.12
0.001,178,213.0,1418.0,1632.0,-166.30212886459748,113.2997089145839,1.9532710280373067,699.7027573767773,20000,0.003,-0.12,-0.12
0.001,179,213.0,1418.0,1632.0,-161.5898718293898,110.15653677438365,2.0,700.5573784213182,20000,0.003,-0.12,-0.12
0.001,180,213.0,1418.0,1632.0,-156.87756874983518,107.02030106091274,1.990654205607484,701.0177141697848,20000,0.003,-0.12,-0.12
0.001,181,213.0,1418.0,1632.0,-152.16536721234252,103.87744490466594,1.990654205607484,698.8968659411711,20000,0.003,-0.12,-0.12
0.001,182,213.0,1418.0,1632.0,-147.45306007584642,100.74102903505752,1.906542056074727,700.4751884233021,20000,0.003,-0.12,-0.12
0.001,183,213.0,1418.0,1632.0,-142.74082665550506,97.5983538277402,1.9813084112148545,700.0399052350629,20000,0.003,-0.12,-0.12
0.001,184,213.0,1418.0,1632.0,-138.02854163194542,94.46170236625858,1.9532710280373067,698.6585787148592,20000,0.003,-0.12,-0.12
0.001,185,213.0,1418.0,1632.0,-133.31632267171744,91.31930316583771,1.9439252336449044,698.6192472229886,20000,0.003,-0.12,-0.12
0.001,186,213.0,1418.0,1632.0,-128.60404132329393,88.18240201722335,1.9439252336449044,700.1405052932228,20000,0.003,-0.12,-0.12
0.001,187,213.0,1418.0,1632.0,-123.89184143497194,85.04029531703418,1.9345794392522748,699.3823685410132,20000,0.003,-0.12,-0.12
0.001,188,213.0,1418.0,1632.0,-119.1795641836849,81.90313250233828,1.9813084112148545,700.7040591207485,20000,0.003,-0.12,-0.12
0.001,189,213.0,1418.0,1632.0,-114.46738697492597,78.7613415436432,1.9626168224299363,700.1892757999995,20000,0.003,-0.12,-0.12
0.001,190,213.0,1418.0,1632.0,-109.75511329176113,75.62390383661568,1.9626168224299363,697.7948206477598,20000,0.003,-0.12,-0.12
0.001,191,213.0,1418.0,1632.0,-105.04296709778771,72.48245805577176,1.9252336448598726,699.6598913355874,20000,0.003,-0.12,-0.12
0.001,192,213.0,1418.0,1632.0,-100.33070130953824,69.34473286823015,1.9719626168224522,699.4696720235672,20000,0.003,-0.12,-0.12
0.001,193,213.0,1418.0,1632.0,-95.61858889925004,66.20365364978977,1.9813084112149681,700.9696886999564,20000,0.003,-0.12,-0.12
0.001,194,213.0,1418.0,1632.0,-90.90632633338406,63.065599329091356,1.9719626168223385,698.5006564555717,20000,0.003,-0.12,-0.12
0.001,195,213.0,1418.0,1632.0,-86.19427028211314,59.924983295607944,2.018691588785032,699.5160876983871,20000,0.003,-0.12,-0.12
0.001,196,213.0,1418.0,1632.0,-81.48201496474522,56.786565532703094,2.009345794392516,700.2073767346811,20000,0.003,-0.12,-0.12
0.001,197,213.0,1418.0,1632.0,-76.77004498179076,53.64650574016321,1.9813084112149681,699.6517654455898,20000,0.003,-0.12,-0.12
0.001,198,213.0,1418.0,1632.0,-72.05778969119869,50.507661539808964,1.9532710280374204,699.7660372651491,20000,0.003,-0.12,-0.12
0.001,199,213.0,1418.0,1632.0,-67.3459062414727,47.36821033330932,2.009345794392516,698.9057598570786,20000,0.003,-0.12,-0.12
0.001,200,213.0,1418.0,1632.0,-62.63367701369249,44.22891966593966,2.009345794392516,699.646036810067,20000,0.003,-0.12,-0.12
0.001,201,213.0,1418.0,1632.0,-57.92194529196599,41.09029496461653,1.9532710280374204,700.4776651574634,20000,0.003,-0.12,-0.12
0.001,202,213.0,1418.0,1632.0,-53.20974038063416,37.96153815663854,1.9626168224298226,700.4418655894804,20000,0.003,-0.12,-0.12
0.001,203,213.0,1418.0,1632.0,-48.49824963515095,34.84593543047902,2.009345794392516,698.8013452125729,20000,0.003,-0.12,-0.12
0.001,204,213.0,1418.0,1632.0,-43.78607892358268,31.72713920113597,2.018691588785032,699.6021191414574,20000,0.003,-0.12,-0.12
0.001,205,213.0,1418.0,1632.0,-39.07501214503815,28.612808478766055,1.9813084112149681,698.9336244349944,20000,0.003,-0.12,-0.12
0.001,206,213.0,1418.0,1632.0,-34.36289634400643,25.492633861698778,2.0,698.6246828914586,20000,0.003,-0.12,-0.12
0.001,207,213.0,1418.0,1632.0,-29.65266956846037,22.38029325300738,1.9439252336449044,699.5090148233717,20000,0.003,-0.12,-0.12
0.001,208,213.0,1418.0,1632.0,-24.94064289988407,19.257929996094617,1.990654205607484,699.4488836233335,20000,0.003,-0.12,-0.12
0.001,209,213.0,1418.0,1632.0,-20.232483241262937,16.14924632392615,1.9813084112148545,700.7158812395098,20000,0.003,-0.12,-0.12
0.001,210,213.0,1418.0,1632.0,-15.520525958757238,13.022723260424414,1.9626168224299363,699.561038004131,20000,0.003,-0.12,-0.12
0.001,211,213.0,1418.0,1632.0,-10.820200800897553,9.923366235691901,1.9532710280374204,699.8855811984367,20000,0.003,-0.12,-0.12
0.001,212,213.0,1418.0,1632.0,-6.104160418492686,6.785237103635382,1.9719626168223385,699.4481023545192,20000,0.003,-0.12,-0.12
0.001,213,213.0,1418.0,1632.0,-1.6240253249508592,3.882657547182589,-3.874801622288828,694.4103247334403,20000,0.003,-0.12,-0.12
0.001,214,213.0,1418.0,1632.0,3.5265953210132897,4.907865247393943,2.1588785046728844,700.8358951664461,20000,0.003,-0.12,-0.12
0.001,215,213.0,1418.0,1632.0,8.08993350667978,8.123843217852595,1.906542056074727,698.7605997932637,20000,0.003,-0.12,-0.12
0.001,216,213.0,1418.0,1632.0,12.795677504651026,11.206932303713756,2.009345794392516,698.4513547651756,20000,0.003,-0.12,-0.12
0.001,217,213.0,1418.0,1632.0,17.49594562330286,14.357130383858134,1.9813084112148545,700.5004823627394,20000,0.003,-0.12,-0.12
0.001,218,213.0,1418.0,1632.0,22.206906518511374,17.44679879452258,1.990654205607484,700.3248970468098,20000,0.003,-0.12,-0.12
0.001,219,213.0,1418.0,1632.0,26.915009471134454,20.589801627519023,1.9813084112148545,699.5994710301638,20000,0.003,-0.12,-0.12
0.001,220,213.0,1418.0,1632.0,31.626771988063563,23.682161353183005,1.9719626168224522,699.1575262671463,20000,0.003,-0.12,-0.12
0.001,221,213.0,1418.0,1632.0,36.33696083000536,26.822293406619565,1.9813084112149681,698.9000415214895,20000,0.003,-0.12,-0.12
0.001,222,213.0,1418.0,1632.0,41.04897835056697,29.916227951135852,2.009345794392516,699.7185883354348,20000,0.003,-0.12,-0.12
0.001,223,213.0,1418.0,1632.0,45.76001656054841,33.055426793084735,1.9813084112149681,698.9648847017776,20000,0.003,-0.12,-0.12
0.001,224,213.0,1418.0,1632.0,50.47214503216868,36.151039864426934,1.9626168224298226,699.5867221056685,20000,0.003,-0.12,-0.12
0.001,225,213.0,1418.0,1632.0,55.18361133585573,39.29690672286233,1.9439252336447908,700.6217843658164,20000,0.003,-0.12,-0.12
0.001,226,213.0,1418.0,1632.0,59.89579737409064,42.39255639978103,1.9719626168224522,700.185544048282,20000,0.003,-0.12,-0.12
0.001,227,213.0,1418.0,1632.0,64.60750932257719,45.53824994187562,1.990654205607484,697.9764037506357,20000,0.003,-0.12,-0.12
0.001,228,213.0,1418.0,1632.0,69.31972917053778,48.63377289729863,1.9345794392523885,699.4786904842335,20000,0.003,-0.12,-0.12
0.001,229,213.0,1418.0,1632.0,74.03159517902978,51.779500235421665,2.009345794392516,698.8470651008502,20000,0.003,-0.12,-0.12
0.001,230,213.0,1418.0,1632.0,78.74383868452158,54.87480035842259,1.990654205607484,698.5088174894652,20000,0.003,-0.12,-0.12
0.001,231,213.0,1418.0,1632.0,83.45580367804227,58.02067862736601,1.9532710280374204,701.0039573995826,20000,0.003,-0.12,-0.12
0.001,232,213.0,1418.0,1632.0,88.16805850702217,61.11571796690487,1.9626168224299363,699.3344680894058,20000,0.003,-0.12,-0.12
0.001,233,213.0,1418.0,1632.0,92.88009928619016,64.26180349893389,1.9532710280374204,699.5567720734309,20000,0.003,-0.12,-0.12
0.001,234,213.0,1418.0,1632.0,97.5923641938252,67.35655210855327,2.0,699.4276253344349,20000,0.003,-0.12,-0.12
0.001,235,213.0,1418.0,1632.0,102.3044571350374,70.50288088527077,1.9345794392522748,699.4924280118516,20000,0.003,-0.12,-0.12
0.001,236,213.0,1418.0,1632.0,107.01672725262195,73.60685060864978,1.9719626168224522,699.3511617162542,20000,0.003,-0.12,-0.12
