Af,wf,fbeat,f1,f2,fase,dfase
0.001,208.0,175.0,1469.0,1644.0,153.40340988163155,104.11971966281385
0.001,209.0,175.0,1469.0,1644.0,158.11587007514237,107.24631144138311
0.001,210.0,175.0,1469.0,1644.0,162.82836294717777,110.39653418411808
0.001,211.0,175.0,1469.0,1644.0,167.54057640844778,113.52268898145815
0.001,212.0,175.0,1469.0,1644.0,172.25306502521195,116.6730679440966
0.001,213.0,175.0,1469.0,1644.0,176.9652830481615,119.79918491258934
0.001,214.0,175.0,1469.0,1644.0,181.6777555415392,122.94964822751695
0.001,215.0,175.0,1469.0,1644.0,186.3899772340986,126.07570013307804
0.001,216.0,175.0,1469.0,1644.0,191.1024386035748,129.22626269712782
0.001,217.0,175.0,1469.0,1644.0,195.8146685051944,132.3522272920336
0.001,218.0,175.0,1469.0,1644.0,200.5271178211785,135.50290144546943
0.001,219.0,175.0,1469.0,1644.0,205.23935531142845,138.62876651842976
0.001,220.0,175.0,1469.0,1644.0,209.9517918726058,141.7795652121689
0.001,221.0,175.0,1469.0,1644.0,214.66403233827813,144.90530693389076
0.001,222.0,175.0,1469.0,1644.0,219.3764620085731,148.05624410049074
0.001,223.0,175.0,1469.0,1644.0,224.08870594983082,151.1818534225264
0.001,224.0,175.0,1469.0,1644.0,228.80112428953683,154.33293609538543
0.001,225.0,175.0,1469.0,1644.0,233.51337383695542,157.4586012912156
0.001,226.0,175.0,1469.0,1644.0,238.225783114278,160.60963969058764
0.001,227.0,175.0,1469.0,1644.0,242.9380345531083,163.73547918091742
0.001,228.0,175.0,1469.0,1644.0,247.65044146269148,166.88635284344934
0.001,229.0,175.0,1469.0,1644.0,252.36268548137537,170.01234611056964
0.001,230.0,175.0,1469.0,1644.0,257.07509966883936,173.16307168727712
0.001,231.0,175.0,1469.0,1644.0,261.7873427852123,176.28923140629126
0.001,232.0,175.0,1469.0,1644.0,266.4997361697628,179.4397902352007
0.001,233.0,175.0,1469.0,1644.0,271.21197600182336,182.56607100535132
0.001,234.0,175.0,1469.0,1644.0,275.9243623262964,185.71648496276487
0.001,235.0,175.0,1469.0,1644.0,280.63659077845597,188.84287276832276
0.001,236.0,175.0,1469.0,1644.0,285.3489662355677,191.99313343837446
0.001,237.0,175.0,1469.0,1644.0,290.0611587168098,195.11956770333734
0.001,238.0,175.0,1469.0,1644.0,294.7735164437894,198.26963614511521
0.001,239.0,175.0,1469.0,1644.0,299.4855733166808,201.39588671962167
0.002,140.0,175.0,1469.0,1644.0,-167.0434564850688,114.58726130111796
0.002,141.0,175.0,1469.0,1644.0,-162.33099469368602,111.42456527615286
0.002,142.0,175.0,1469.0,1644.0,-157.6178888073887,108.31036177653749
0.002,143.0,175.0,1469.0,1644.0,-152.9054676618545,105.14642230254026
0.002,144.0,175.0,1469.0,1644.0,-148.1923118641495,102.03366817022953
0.002,145.0,175.0,1469.0,1644.0,-143.47977843563473,98.86802330500598
0.002,146.0,175.0,1469.0,1644.0,-138.76654999458682,95.75685718565228
0.002,147.0,175.0,1469.0,1644.0,-134.05396556779783,92.58960917453294
0.002,148.0,175.0,1469.0,1644.0,-129.34054729461982,89.48013138832675
0.002,149.0,175.0,1469.0,1644.0,-124.62795146200574,86.3110236022851
0.002,150.0,175.0,1469.0,1644.0,-119.91433762896553,83.20344759222257
0.002,151.0,175.0,1469.0,1644.0,-115.20168007818373,80.0322507186957
0.002,152.0,175.0,1469.0,1644.0,-110.48785333861805,76.93313219588106
0.002,153.0,175.0,1469.0,1644.0,-105.7751164432354,73.75324047271886
0.002,154.0,175.0,1469.0,1644.0,-101.06099900274853,70.6651269187575
0.002,155.0,175.0,1469.0,1644.0,-96.34816946024381,67.48202472215053
0.002,156.0,175.0,1469.0,1644.0,-91.63365768541341,64.3973433426363
0.002,157.0,175.0,1469.0,1644.0,-86.92068886395232,61.210611766039676
0.002,158.0,175.0,1469.0,1644.0,-82.20567754487756,58.129818640063945
0.002,159.0,175.0,1469.0,1644.0,-77.49254777380222,54.93858167300823
0.002,160.0,175.0,1469.0,1644.0,-72.77671945724967,51.86271426405409
0.002,161.0,175.0,1469.0,1644.0,-68.06342312557285,48.665797570458494
0.002,162.0,175.0,1469.0,1644.0,-63.34652689184597,45.596115676323336
0.002,163.0,175.0,1469.0,1644.0,-58.63282768253906,42.39184946223236
0.002,164.0,175.0,1469.0,1644.0,-53.91425493350098,39.33038719867943
0.002,165.0,175.0,1469.0,1644.0,-49.199932674770956,36.11606824322928
0.002,166.0,175.0,1469.0,1644.0,-44.47852254612017,33.065864869032
0.002,167.0,175.0,1469.0,1644.0,-39.76315769902386,29.83713807722961
0.002,168.0,175.0,1469.0,1644.0,-35.03635082631882,26.803411308426917
0.002,169.0,175.0,1469.0,1644.0,-30.318897900849272,23.552226978166914
0.002,170.0,175.0,1469.0,1644.0,-25.579962920062744,20.544614956269697
0.002,171.0,175.0,1469.0,1644.0,-20.857028817538865,17.25331942454909
0.002,172.0,175.0,1469.0,1644.0,-16.07981899680337,14.292314200694591
0.002,173.0,175.0,1469.0,1644.0,-11.332909920904587,10.907410745007951
0.002,174.0,175.0,1469.0,1644.0,-6.2248571260758885,8.04733657540612
0.002,175.0,175.0,1469.0,1645.0,-2.8835008444396513,3.141336640314762
0.002,176.0,175.0,1469.0,1644.0,1.6036120883123512,5.4364992740217986
0.002,177.0,176.0,1469.0,1645.0,6.863228371911729,7.2797623587980524
0.002,178.0,175.0,1469.0,1644.0,11.815231203645675,10.81110488666377
0.002,179.0,175.0,1469.0,1644.0,16.554681775133133,13.644681696132238
0.002,180.0,175.0,1469.0,1644.0,21.320053212337196,16.930695267049828
0.002,181.0,175.0,1469.0,1644.0,26.041546690518906,19.89280849596105
0.002,182.0,175.0,1469.0,1644.0,30.7772962008406,23.102316610140633
0.002,183.0,175.0,1469.0,1644.0,35.49421500014272,26.119753739228372
0.002,184.0,175.0,1469.0,1644.0,40.21977421258378,29.301925171171433
0.002,185.0,175.0,1469.0,1644.0,44.93483224605082,32.36507719952385
0.002,186.0,175.0,1469.0,1644.0,49.65564136010737,35.522204041921555
0.002,187.0,175.0,1469.0,1644.0,54.3697884206876,38.60583284020004
0.002,188.0,175.0,1469.0,1644.0,59.08802282411425,41.7458538270763
0.002,189.0,175.0,1469.0,1644.0,63.801639426022575,44.84403476198315
0.002,190.0,175.0,1469.0,1644.0,68.51831319598408,47.97151121805439
0.002,191.0,175.0,1469.0,1644.0,73.2315911238569,51.0806698395761
0.002,192.0,175.0,1469.0,1644.0,77.94726371032381,54.198448291453815
0.002,193.0,175.0,1469.0,1644.0,82.66031479852676,57.31625517870248
0.002,194.0,175.0,1469.0,1644.0,87.37527641312255,60.4263040600398
0.002,195.0,175.0,1469.0,1644.0,92.08817221180954,63.55113246567896
0.002,196.0,175.0,1469.0,1644.0,96.802638784293,66.65478462586532
0.002,197.0,175.0,1469.0,1644.0,101.51537245919499,69.78554640582843
0.002,198.0,175.0,1469.0,1644.0,106.22954433657056,72.8837324033949
0.002,199.0,175.0,1469.0,1644.0,110.94223052427724,76.01932869704376
0.002,200.0,175.0,1469.0,1644.0,115.65604353735458,79.11305178214889
0.002,201.0,175.0,1469.0,1644.0,120.36867261861389,82.25291720630275
0.002,202.0,175.0,1469.0,1644.0,125.08225592563433,85.34263767638413
0.002,203.0,175.0,1469.0,1644.0,129.79484121367028,88.48621453434373
0.002,204.0,175.0,1469.0,1644.0,134.5082563477979,91.57247023745333
0.002,205.0,175.0,1469.0,1644.0,139.22076823786054,94.71925918189993
0.002,206.0,175.0,1469.0,1644.0,143.93405766879832,97.80245567833003
0.002,207.0,175.0,1469.0,1644.0,148.64647188635064,100.95201141415396
0.002,208.0,175.0,1469.0,1644.0,153.35878754149888,104.05182545605714
0.002,209.0,175.0,1469.0,1644.0,158.07244642789271,107.18556058928334
0.002,210.0,175.0,1469.0,1644.0,162.78545179763984,110.3309123839349
0.002,211.0,175.0,1469.0,1644.0,167.49788330173845,113.44381973623467
0.002,212.0,175.0,1469.0,1644.0,172.2108575976608,116.6079992954185
0.002,213.0,175.0,1469.0,1644.0,176.92327439319135,119.72114210226721
0.002,214.0,175.0,1469.0,1644.0,181.6361935624676,122.88517426023293
0.002,215.0,175.0,1469.0,1644.0,186.3486173322481,125.99855290480082
0.002,216.0,175.0,1469.0,1644.0,191.06147362851388,129.1623759759185
0.002,217.0,175.0,1469.0,1644.0,195.77387733861505,132.27622724449316
0.002,218.0,175.0,1469.0,1644.0,200.4866902234979,135.43957814767418
0.002,219.0,175.0,1469.0,1644.0,205.19908871241142,138.553882661663
0.002,220.0,175.0,1469.0,1644.0,209.91185219792192,141.71677891776096
0.002,221.0,175.0,1469.0,1644.0,214.62423317131018,144.83148118566976
0.002,222.0,175.0,1469.0,1644.0,219.33696408135705,147.9939750656647
0.002,223.0,175.0,1469.0,1644.0,224.04933512131518,151.10905803947446
0.002,224.0,175.0,1469.0,1644.0,228.76203627636,154.2711561634119
0.002,225.0,175.0,1469.0,1644.0,233.474398306725,157.38659929549112
0.002,226.0,175.0,1469.0,1644.0,238.1870794405312,160.54835091468283
0.002,227.0,175.0,1469.0,1644.0,242.8994133660928,163.66410824224863
0.002,228.0,175.0,1469.0,1644.0,247.61207187456037,166.82554337564875
0.002,229.0,175.0,1469.0,1644.0,252.32439362247592,169.9416023531022
0.002,230.0,175.0,1469.0,1644.0,257.03698611942605,173.10264418729014
0.002,231.0,175.0,1469.0,1644.0,261.74934406697105,176.21907229789667
0.002,232.0,175.0,1469.0,1644.0,266.461932246273,179.37987118257934
0.002,233.0,175.0,1469.0,1644.0,271.1742385316874,182.49647772617107
0.002,234.0,175.0,1469.0,1644.0,275.8867969370408,185.65701208847872
0.002,235.0,175.0,1469.0,1644.0,280.59907135680504,188.77383199894825
0.002,236.0,175.0,1469.0,1644.0,285.31159113815164,191.9341290674016
0.002,237.0,175.0,1469.0,1644.0,290.0237931376056,195.05106667210907
0.002,238.0,175.0,1469.0,1644.0,294.7362389469644,198.21115206646266
0.002,239.0,175.0,1469.0,1644.0,299.44819228205773,201.32791245392457
0.003,140.0,175.0,1469.0,1644.0,-167.06370143800362,114.58056483199113
0.003,141.0,175.0,1469.0,1644.0,-162.35058753073446,111.40879152386503
0.003,142.0,175.0,1469.0,1644.0,-157.63653670393762,108.3030694406288
0.003,143.0,175.0,1469.0,1644.0,-152.92345874137686,105.1295330717042
0.003,144.0,175.0,1469.0,1644.0,-148.20924321080747,102.02519897190331
0.003,145.0,175.0,1469.0,1644.0,-143.49590015071314,98.85021831595247
0.003,146.0,175.0,1469.0,1644.0,-138.78143233644155,95.74733335920297
0.003,147.0,175.0,1469.0,1644.0,-134.0679465493353,92.57036060856746
0.003,148.0,175.0,1469.0,1644.0,-129.3531437793249,89.46924598615016
0.003,149.0,175.0,1469.0,1644.0,-124.63944038745655,86.28995187444241
0.003,150.0,175.0,1469.0,1644.0,-119.92423385107894,83.1909038492742
0.003,151.0,175.0,1469.0,1644.0,-115.21030252305376,80.00888035931558
0.003,152.0,175.0,1469.0,1644.0,-110.49457794772215,76.9196574627664
0.003,153.0,175.0,1469.0,1644.0,-105.78033262457058,73.72692270179584
0.003,154.0,175.0,1469.0,1644.0,-101.06393667794298,70.64952331787424
0.003,155.0,175.0,1469.0,1644.0,-96.34929696792979,67.4438216564534
0.003,156.0,175.0,1469.0,1644.0,-91.63196866791647,64.37872781474567
0.003,157.0,175.0,1469.0,1644.0,-86.91685740945,61.159239591493076
0.003,158.0,175.0,1469.0,1644.0,-82.19836221234421,58.107292522057605
0.003,159.0,175.0,1469.0,1644.0,-77.48247701387426,54.87242862550039
0.003,160.0,175.0,1469.0,1644.0,-72.76227471678162,51.83441361113131
0.003,161.0,175.0,1469.0,1644.0,-68.0453169517492,48.59111374524565
0.003,162.0,175.0,1469.0,1644.0,-63.32265363745652,45.55932021841204
0.003,163.0,175.0,1469.0,1644.0,-58.60409220650094,42.304839274218125
0.003,164.0,175.0,1469.0,1644.0,-53.87751051455081,39.2802076292445
0.003,165.0,175.0,1469.0,1644.0,-49.1564179874268,36.00995847145725
0.003,166.0,175.0,1469.0,1644.0,-44.42319702332012,32.992785754887905
0.003,167.0,175.0,1469.0,1644.0,-39.69763767694202,29.698042955267624
0.003,168.0,175.0,1469.0,1644.0,-34.95194644955675,26.68491639886122
0.003,169.0,175.0,1469.0,1644.0,-30.217097765463862,23.34365399004639
0.003,170.0,175.0,1469.0,1644.0,-25.442742628676374,20.31076982482375
0.003,171.0,175.0,1469.0,1644.0,-20.683648349806177,16.822648800903494
0.003,172.0,175.0,1469.0,1644.0,-15.815176965353062,13.497776870046437
0.003,173.0,175.0,1469.0,1644.0,-10.941935876205214,9.618274262672458
0.003,174.0,175.0,1469.0,1644.0,-5.083961723453674,5.743232274678462
0.003,175.0,175.0,1469.0,1645.0,-2.849215430721621,2.8833380692930177
0.003,176.0,176.0,1469.0,1645.0,-1.467333884648013,3.1347000847885056
0.003,177.0,176.0,1469.0,1645.0,6.101835961793842,6.01894433611335
0.003,178.0,176.0,1469.0,1644.0,11.384680628382885,10.56088899756196
0.003,179.0,176.0,1469.0,1644.0,16.233076217296837,13.371510352350697
0.003,180.0,175.0,1469.0,1644.0,21.06598531760644,16.834888306236508
0.003,181.0,175.0,1469.0,1644.0,25.821695026555076,19.749409394883287
0.003,182.0,175.0,1469.0,1644.0,30.586772333653972,23.05007000248213
0.003,183.0,175.0,1469.0,1644.0,35.32046296863473,26.036794512919528
0.003,184.0,175.0,1469.0,1644.0,40.06245856168196,29.261389988613246
0.003,185.0,175.0,1469.0,1644.0,44.78752638084684,32.293679789992666
0.003,186.0,175.0,1469.0,1644.0,49.51887819411014,35.47518755590886
0.003,187.0,175.0,1469.0,1644.0,54.23964844698518,38.53793164215085
0.003,188.0,175.0,1469.0,1644.0,58.965214670110264,41.691295240598265
0.003,189.0,175.0,1469.0,1644.0,63.68354310930284,44.77573455078175
0.003,190.0,175.0,1469.0,1644.0,68.40562148629643,47.90910873518567
0.003,191.0,175.0,1469.0,1644.0,73.12242018864941,51.00980697816601
0.003,192.0,175.0,1469.0,1644.0,77.8422201557489,54.12805749081508
0.003,193.0,175.0,1469.0,1644.0,82.55800911776122,57.24610389605755
0.003,194.0,175.0,1469.0,1644.0,87.27624435035324,60.35784264527672
0.003,195.0,175.0,1469.0,1644.0,91.99131459989785,63.48636135565687
0.003,196.0,175.0,1469.0,1644.0,96.70841893860658,66.58842932231585
0.003,197.0,175.0,1469.0,1644.0,101.42271146195213,69.72505262696018
0.003,198.0,175.0,1469.0,1644.0,106.13935370996106,72.81929591406254
0.003,199.0,175.0,1469.0,1644.0,110.85348932967527,75.96273015851762
0.003,200.0,175.0,1469.0,1644.0,115.56915140921626,79.05024577741233
0.003,201.0,175.0,1469.0,1644.0,120.28300728689489,82.19944256376607
