t,ff
0.0,392.1496248528582
2.2675736961451248e-05,392.1496248528582
4.5351473922902495e-05,392.1496248528582
6.802721088435374e-05,392.1496248528582
9.070294784580499e-05,392.1496248528582
0.00011337868480725624,392.1496248528582
0.00013605442176870748,392.1496248528582
0.00015873015873015873,392.1496248528582
0.00018140589569160998,392.1496248528582
0.00020408163265306123,392.1496248528582
0.00022675736961451248,392.1496248528582
0.00024943310657596373,392.1496248528582
0.00027210884353741496,392.1496248528582
0.00029478458049886624,392.1496248528582
0.00031746031746031746,392.1496248528582
0.0003401360544217687,392.1496248528582
0.00036281179138321996,392.1496248528582
0.0003854875283446712,392.1496248528582
0.00040816326530612246,392.1496248528582
0.0004308390022675737,392.1496248528582
0.00045351473922902497,392.1496248528582
0.0004761904761904762,392.1496248528582
0.0004988662131519275,392.1496248528582
0.0005215419501133786,392.1496248528582
0.0005442176870748299,392.1496248528582
0.0005668934240362812,392.1496248528582
0.0005895691609977325,392.1496248528582
0.0006122448979591836,392.1496248528582
0.0006349206349206349,392.1496248528582
0.0006575963718820862,392.1496248528582
0.0006802721088435374,392.1496248528582
0.0007029478458049886,392.1496248528582
0.0007256235827664399,392.1496248528582
0.0007482993197278912,392.1496248528582
0.0007709750566893424,392.1496248528582
0.0007936507936507937,392.1496248528582
0.0008163265306122449,392.1496248528582
0.0008390022675736961,392.1496248528582
0.0008616780045351474,392.1496248528582
0.0008843537414965987,392.1496248528582
0.0009070294784580499,392.1496248528582
0.0009297052154195011,392.1496248528582
0.0009523809523809524,392.1496248528582
0.0009750566893424037,392.1496248528582
0.000997732426303855,392.1496248528582
0.0010204081632653062,392.1496248528582
0.0010430839002267573,392.1496248528582
0.0010657596371882086,392.1496248528582
0.0010884353741496598,392.1496248528582
0.0011111111111111111,392.1496248528582
0.0011337868480725624,392.1496248528582
0.0011564625850340137,392.1496248528582
0.001179138321995465,392.1496248528582
0.001201814058956916,392.1496248528582
0.0012244897959183673,392.1496248528582
0.0012471655328798186,392.1496248528582
0.0012698412698412698,392.1496248528582
0.0012925170068027211,392.1496248528582
0.0013151927437641724,392.1496248528582
0.0013378684807256237,392.1496248528582
0.0013605442176870747,392.1496248528582
0.001383219954648526,392.1496248528582
0.0014058956916099773,392.1496248528582
0.0014285714285714286,392.1496248528582
0.0014512471655328798,392.1496248528582
0.0014739229024943311,392.1496248528582
0.0014965986394557824,392.1496248528582
0.0015192743764172335,392.1496248528582
0.0015419501133786847,392.1496248528582
0.001564625850340136,392.1496248528582
0.0015873015873015873,392.1496248528582
0.0016099773242630386,392.1496248528582
0.0016326530612244899,392.1496248528582
0.0016553287981859411,392.1496248528582
0.0016780045351473922,392.1496248528582
0.0017006802721088435,392.1496248528582
0.0017233560090702948,392.1496248528582
0.001746031746031746,392.1496248528582
0.0017687074829931973,392.1496248528582
0.0017913832199546486,392.1496248528582
0.0018140589569160999,392.1496248528582
0.001836734693877551,392.1496248528582
0.0018594104308390022,392.1496248528582
0.0018820861678004535,392.1496248528582
0.0019047619047619048,392.1496248528582
0.001927437641723356,392.1496248528582
0.0019501133786848073,392.1496248528582
0.0019727891156462586,392.1496248528582
0.00199546485260771,392.1496248528582
0.002018140589569161,392.1496248528582
0.0020408163265306124,392.1496248528582
0.0020634920634920637,392.1496248528582
0.0020861678004535146,392.1496248528582
0.002108843537414966,392.1496248528582
0.002131519274376417,392.1496248528582
0.0021541950113378684,392.1496248528582
0.0021768707482993197,392.1496248528582
0.002199546485260771,392.1496248528582
0.0022222222222222222,392.1496248528582
0.0022448979591836735,392.1496248528582
0.0022675736961451248,392.1496248528582
0.002290249433106576,392.1496248528582
0.0023129251700680273,392.1496248528582
0.0023356009070294786,392.1496248528582
0.00235827664399093,392.1496248528582
0.002380952380952381,392.1496248528582
0.002403628117913832,392.1496248528582
0.0024263038548752833,392.1496248528582
0.0024489795918367346,392.1496248528582
0.002471655328798186,392.1496248528582
0.002494331065759637,392.1496248528582
0.0025170068027210884,392.1496248528582
0.0025396825396825397,392.1496248528582
0.002562358276643991,392.1496248528582
0.0025850340136054422,392.1496248528582
0.0026077097505668935,392.1496248528582
0.002630385487528345,392.1496248528582
0.002653061224489796,392.1496248528582
0.0026757369614512473,392.1496248528582
0.0026984126984126986,392.1496248528582
0.0027210884353741495,392.1496248528582
0.0027437641723356007,392.1496248528582
0.002766439909297052,392.1496248528582
0.0027891156462585033,392.1496248528582
0.0028117913832199546,392.1496248528582
0.002834467120181406,392.1496248528582
0.002857142857142857,392.1496248528582
0.0028798185941043084,392.1496248528582
0.0029024943310657597,392.1496248528582
0.002925170068027211,392.1496248528582
0.0029478458049886623,392.1496248528582
0.0029705215419501135,392.1496248528582
0.002993197278911565,392.1496248528582
0.003015873015873016,392.1496248528582
0.003038548752834467,392.1496248528582
0.003061224489795918,392.1496248528582
