alfa,beta,ff,amp,f2
-0.3,0.061111111111111116,1773.8181818181818,31361.199462975736,0.002894085695778243
-0.3,0.06515151515151513,1754.2596348884379,31363.105066424396,0.003946040498910907
-0.3,0.0691919191919192,1734.238030095759,31364.730075870186,0.004095449489295411
-0.3,0.0732323232323232,1713.9566143199363,31366.63462024938,0.003100964340367293
-0.3,0.07727272727272727,1692.915457184325,31368.83272012086,0.0019889108917589245
-0.3,0.08131313131313134,1671.6696976585586,31371.319926400873,0.001791295024022653
-0.3,0.08535353535353535,1649.9710614654475,31374.096114181957,0.0004980097289780919
-0.3,0.08939393939393941,1627.2839506172843,31377.184708818495,0.0022656555354030675
-0.3,0.09343434343434343,1604.3834572136457,31380.565644810136,0.007210045095113751
-0.3,0.09747474747474749,1581.0191082802548,31384.249614593908,0.001876067708265399
-0.3,0.1015151515151515,1556.9949066213921,31388.236865562758,0.002588618536261659
-0.3,0.10555555555555557,1532.2738561467188,31392.540585223953,0.0015548833809293386
-0.3,0.10959595959595958,1506.9433080070137,31397.15552036681,0.0028018951549859937
-0.3,0.11363636363636365,1480.8474576271187,31402.093889070118,0.0015077728091894547
-0.3,0.11767676767676766,1453.7670765027322,31407.33449228703,0.0043266655640814815
-0.3,0.12171717171717172,1426.0295245827153,31412.840939024914,0.003538570906318142
-0.3,0.12575757575757573,1397.4820143884892,31418.748847357645,0.003190734620552805
-0.3,0.1297979797979798,1367.9917279411764,31424.962090000714,0.004007435423994536
-0.3,0.1338383838383838,1337.2911299227087,31431.27500927869,0.0035836621208725473
-0.3,0.13787878787878788,1305.8448706692782,31438.28893075086,0.004261829032567741
-0.3,0.14191919191919194,1272.8985507246377,31445.3903194161,0.002782549831256434
-0.3,0.14595959595959596,1238.7179635188177,31452.116941526216,0.0028963153390910907
-0.3,0.15,1203.2798309994123,31460.606322163498,0.004148235698241866
-0.29646464646464643,-0.25,2693.2963025780186,31544.573596438222,0.0032943154253312038
-0.29646464646464643,-0.24595959595959596,2684.614402451481,31533.782098809177,0.002157397314891409
-0.29646464646464643,-0.24191919191919192,2675.8672248803823,31526.565914870425,0.00426449512314827
-0.29646464646464643,-0.23787878787878788,2667.1122994652405,31517.635439746286,0.0016037776537813884
-0.29646464646464643,-0.23383838383838385,2658.7851881747547,31508.74872042531,0.0007887132344666809
-0.29646464646464643,-0.2297979797979798,2650.3949927078265,31497.728751588285,0.0001632378844789533
-0.29646464646464643,-0.22575757575757577,2641.3432016429106,31491.157072375467,0.0008718118208479769
-0.29646464646464643,-0.2217171717171717,2632.822386414663,31482.43690309784,0.002737617084400137
-0.29646464646464643,-0.2176767676767677,2623.633904972647,31473.773186467835,0.002943604840271043
-0.29646464646464643,-0.21363636363636362,2614.9794323323736,31465.170793685684,0.002184282427954336
-0.29646464646464643,-0.2095959595959596,2605.651105651106,31456.620466448963,0.0038626796719254913
-0.29646464646464643,-0.20555555555555555,2596.242231536349,31448.14305172227,0.003982835582158188
-0.29646464646464643,-0.2015151515151515,2587.2229822161426,31439.7209652198,0.0014926997712114848
-0.29646464646464643,-0.19747474747474747,2578.5442893110553,31431.360092996965,0.0009960886326752054
-0.29646464646464643,-0.19343434343434343,2569.218750000001,31423.06294599663,0.0007481992644689278
-0.29646464646464643,-0.1893939393939394,2560.110726643599,31414.836609783393,0.00043510240683512276
-0.29646464646464643,-0.18535353535353535,2550.3473830477074,31406.672307705376,2.2476825757034026e-05
-0.29646464646464643,-0.18131313131313131,2541.0927691234597,31398.566774287836,0.0006593786894799399
-0.29646464646464643,-0.17727272727272728,2531.4252499418744,31390.564009632988,0.0007859940276149599
-0.29646464646464643,-0.17323232323232324,2521.4705882352946,31382.616153867413,0.0011704806341010655
-0.29646464646464643,-0.1691919191919192,2511.88,31374.739490496228,0.0021188057141095134
-0.29646464646464643,-0.16515151515151516,2502.289156626506,31366.940275614186,0.002757275165861975
-0.29646464646464643,-0.1611111111111111,2492.6209677419356,31359.225725340693,0.0030754417907468703
-0.29646464646464643,-0.15707070707070708,2482.8744939271255,31351.58015972338,0.003185112257238454
-0.29646464646464643,-0.15303030303030302,2472.7642276422766,31344.029237757313,0.003216919540336516
-0.29646464646464643,-0.148989898989899,2462.5714285714284,31336.555743791952,0.0031746886007285066
-0.29646464646464643,-0.14494949494949494,2452.0081967213114,31329.15992006292,0.00303732088022673
-0.29646464646464643,-0.14090909090909093,2441.8251584918253,31321.82288750251,0.0026408598092817074
-0.29646464646464643,-0.13686868686868686,2431.9410319410317,31314.658931344107,0.0018381849347514831
-0.29646464646464643,-0.13282828282828282,2421.5434442707174,31307.481653184823,0.0008225231641502283
-0.29646464646464643,-0.12878787878787878,2411.097972972973,31300.513728900594,0.000733703559940159
-0.29646464646464643,-0.12474747474747475,2400.4071016623316,31293.58545493047,6.316685139921762e-05
-0.29646464646464643,-0.12070707070707071,2389.3481717011127,31286.763678831136,0.0005351537721045893
-0.29646464646464643,-0.11666666666666667,2378.7547040711597,31280.038624472276,0.0008992307359360754
-0.29646464646464643,-0.11262626262626263,2367.8351857656044,31273.41798816408,0.0012377534520898832
-0.29646464646464643,-0.10858585858585859,2357.0896764625763,31266.87501230655,0.0021234799934958404
-0.29646464646464643,-0.10454545454545455,2346.091245978302,31260.503866694642,0.005445328425671951
-0.29646464646464643,-0.10050505050505051,2334.8426693481133,31254.205777445546,0.00275940429282494
-0.29646464646464643,-0.09646464646464648,2323.225139014611,31248.017647179695,0.00244277083844694
-0.29646464646464643,-0.09242424242424244,2311.9961274423513,31241.746554647347,0.0027024663836176916
-0.29646464646464643,-0.0883838383838384,2300.5215423510062,31236.016662303977,0.00021399683461294003
-0.29646464646464643,-0.08434343434343433,2288.9463030044744,31230.14424077415,0.0009933704042546657
-0.29646464646464643,-0.08030303030303029,2277.006902209777,31224.50562608047,0.0019497246884497173
-0.29646464646464643,-0.07626262626262625,2264.7125506072875,31218.957734696087,0.004032671541799071
-0.29646464646464643,-0.07222222222222222,2252.9567307692305,31213.48614771937,0.002646799042972485
-0.29646464646464643,-0.06818181818181818,2240.7485339772334,31208.242306192195,0.0006141048334294241
-0.29646464646464643,-0.06414141414141414,2228.6850311850308,31203.045628249638,0.0011065825663656812
-0.29646464646464643,-0.0601010101010101,2216.0006961364425,31198.07271619122,0.005043359121524734
-0.29646464646464643,-0.05606060606060606,2203.2809889742734,31193.205086310896,0.002014829585057125
-0.29646464646464643,-0.05202020202020202,2190.6914298500783,31188.5034716463,0.0005700038089867575
-0.29646464646464643,-0.04797979797979798,2177.9858379228954,31183.73848500747,0.0013926387460442863
-0.29646464646464643,-0.043939393939393945,2164.9773114010213,31179.535481111896,0.0039024866666209075
-0.29646464646464643,-0.039898989898989906,2151.4708228857994,31175.30178158119,0.002704214414865886
-0.29646464646464643,-0.03585858585858587,2138.234283751289,31171.225123579563,0.0012650445988122564
-0.29646464646464643,-0.03181818181818183,2125.0028898393252,31167.3089077799,0.003718550328283632
-0.29646464646464643,-0.02777777777777779,2110.9756097560976,31163.585219347013,0.0010111300034798287
-0.29646464646464643,-0.023737373737373724,2097.19594970513,31159.99462314966,0.0017136110423183848
-0.29646464646464643,-0.019696969696969685,2083.24907313785,31156.65481613523,0.00202848414359452
-0.29646464646464643,-0.015656565656565646,2068.9433280650264,31153.466217907924,0.0011514871129866308
-0.29646464646464643,-0.011616161616161608,2054.274965800274,31150.469338218798,0.0029607180870668275
-0.29646464646464643,-0.007575757575757569,2039.680688197128,31147.661672841,0.0007818862004890993
-0.29646464646464643,-0.0035353535353535304,2024.7231075068632,31145.06396841466,0.004172555537287059
-0.29646464646464643,0.0005050505050505083,2009.6733615221988,31142.66246650684,0.0008309907863028359
-0.29646464646464643,0.004545454545454519,1994.1965105601469,31140.03237037684,0.003075796931205494
-0.29646464646464643,0.008585858585858586,1978.7678818643285,31138.292613559053,0.0012892380209677972
-0.29646464646464643,0.012626262626262652,1962.7412587412584,31136.74636685103,0.0018575147416731675
-0.29646464646464643,0.016666666666666663,1946.82205289108,31135.163053235257,0.002054777819882683
-0.29646464646464643,0.02070707070707073,1930.4846014492748,31133.901740135225,0.00028330446548036244
-0.29646464646464643,0.02474747474747474,1913.7411753249912,31132.836581120366,0.0025499173704507075
-0.29646464646464643,0.028787878787878807,1897.1014492753623,31099.625034593842,0.0020531344791739504
-0.29646464646464643,0.03282828282828282,1879.6499577040468,31131.396570565026,0.0008540710168473131
-0.29646464646464643,0.036868686868686884,1862.225416906268,31131.07559134584,0.002036496906146566
-0.29646464646464643,0.040909090909090895,1844.3364143704218,31130.984380053123,0.004034416427088081
-0.29646464646464643,0.04494949494949496,1826.3736263736264,31131.151121144983,0.002634323206682234
-0.29646464646464643,0.04898989898989897,1807.7083333333333,31131.581788028107,0.0018421597433346988
-0.29646464646464643,0.05303030303030304,1789.0786516853932,31132.144404768267,0.0016651270112732137
-0.29646464646464643,0.05707070707070705,1769.7272727272727,31133.26862067652,0.0010729342091670626
-0.29646464646464643,0.061111111111111116,1750.204692281537,31134.5176889282,0.0001119307415228598
-0.29646464646464643,0.06515151515151513,1729.816305469556,31136.051887412654,0.00016033553446820751
-0.29646464646464643,0.0691919191919192,1709.4570135746603,31137.87426707057,0.0014469583975390491
-0.29646464646464643,0.0732323232323232,1688.5341074020314,31139.97694218224,0.0020403703000308757
-0.29646464646464643,0.07727272727272727,1667.2355605294908,31142.388328013334,0.0022773242200826763
-0.29646464646464643,0.08131313131313134,1645.3597177481208,31145.09298636602,0.006870206382732887
-0.29646464646464643,0.08535353535353535,1623.0039525691705,31148.097144894753,0.002035779931421151
-0.29646464646464643,0.08939393939393941,1600.034305317324,31151.40818643376,0.0003050434303450638
-0.29646464646464643,0.09343434343434343,1576.2767805442966,31155.02423706388,0.002903484960978098
-0.29646464646464643,0.09747474747474749,1552.2129186602872,31158.927222501574,0.0015079704247329842
-0.29646464646464643,0.1015151515151515,1527.5348648390484,31163.20062017147,0.0025558166310726826
-0.29646464646464643,0.10555555555555557,1502.0075390583631,31167.71209728146,0.0013106082460488072
-0.29646464646464643,0.10959595959595958,1475.5932203389827,31172.592051879357,0.0035903945729833697
-0.29646464646464643,0.11363636363636365,1448.7465846994535,31177.80593397854,0.003874219040985756
-0.29646464646464643,0.11767676767676766,1420.8190345458702,31183.34852538776,0.0011334574315432632
-0.29646464646464643,0.12171717171717172,1392.0742753623188,31189.163458805488,0.001597169391987801
-0.29646464646464643,0.12575757575757573,1362.4198717948718,31195.049218021108,0.001926960399348478
-0.29646464646464643,0.1297979797979798,1331.6794128530898,31201.809175945236,0.0013383754361077102
-0.29646464646464643,0.1338383838383838,1299.9101619127346,31208.59055373126,0.0004151674595124986
-0.29646464646464643,0.13787878787878788,1267.1014492753623,31215.711424778056,0.003913377613619742
-0.29646464646464643,0.14191919191919194,1232.7782267374741,31223.14591642728,0.0025346443178075125
-0.29646464646464643,0.14595959595959596,1196.9684430603045,31229.8768716786,0.004630087882947701
-0.29646464646464643,0.15,1159.60890368213,31238.94477448935,0.0010272733636375907
-0.29292929292929293,-0.25,2681.7651797829035,31315.897246629927,0.0009287432343496937
-0.29292929292929293,-0.24595959595959596,2672.7272727272725,31305.415401759477,0.003290151033893815
-0.29292929292929293,-0.24191919191919192,2664.717990111996,31297.732383944112,0.0021565861727661294
-0.29292929292929293,-0.23787878787878788,2656.052503646086,31288.731465586498,0.0041686277607706134
-0.29292929292929293,-0.23383838383838385,2647.4173553719,31279.77102715758,0.0021453446724191234
-0.29292929292929293,-0.2297979797979798,2638.6531384071086,31270.84162858696,0.0009116156930091667
-0.29292929292929293,-0.22575757575757577,2629.8220190227375,31262.00430976748,0.0004594275899149047
-0.29292929292929293,-0.2217171717171717,2620.9232282254593,31253.202431466925,0.0004727871860337392
-0.29292929292929293,-0.2176767676767677,2611.8876390681667,31244.466981800128,0.0010172873735828137
-0.29292929292929293,-0.21363636363636362,2602.6159849689266,31235.778164548472,0.0031685959168219384
-0.29292929292929293,-0.2095959595959596,2593.255813953489,31227.162536294767,0.002823196636653286
-0.29292929292929293,-0.20555555555555555,2584.3121995880065,31218.601570111518,0.0021449318792256845
-0.29292929292929293,-0.2015151515151515,2575.588235294118,31210.102736362325,0.003363555594623639
-0.29292929292929293,-0.19747474747474747,2566.2145328719726,31201.666634599358,0.004688240237584392
-0.29292929292929293,-0.19343434343434343,2557.204152249135,31184.964973723712,0.0034625503376342695
-0.29292929292929293,-0.1893939393939394,2547.7211672070403,31184.99066727658,0.0016640759150271692
-0.29292929292929293,-0.18535353535353535,2538.1632178563127,31176.762683757122,0.0011346982073403916
-0.29292929292929293,-0.18131313131313131,2528.2352941176473,31168.599516125316,0.0010133023462246798
-0.29292929292929293,-0.17727272727272728,2518.605577689243,31160.505988047385,0.0008793317780363485
-0.29292929292929293,-0.17323232323232324,2509.08,31152.492748233555,0.0007620383086620824
-0.29292929292929293,-0.1691919191919192,2499.4779116465866,31144.40061167605,0.0006591394741991719
-0.29292929292929293,-0.16515151515151516,2489.516129032258,31136.688206527222,0.000588602958245154
-0.29292929292929293,-0.1611111111111111,2479.757085020243,31128.906068523887,0.0005468356273275845
-0.29292929292929293,-0.15707070707070708,2469.6341463414633,31121.203441913385,0.0005491862213862996
-0.29292929292929293,-0.15303030303030302,2459.4285714285716,31113.521686241125,0.0005890658345108765
-0.29292929292929293,-0.148989898989899,2449.185866194063,31106.05216661215,0.0006711774708371668
-0.29292929292929293,-0.14494949494949494,2438.827716605494,31098.606615177025,0.000779152441066643
-0.29292929292929293,-0.14090909090909093,2428.931203931204,31091.25091875536,0.0009226436367276437
-0.29292929292929293,-0.13686868686868686,2418.403050353257,31083.985627424467,0.0010803036461961612
-0.29292929292929293,-0.13282828282828282,2408.063063063063,31076.813841475247,0.0012512423834682208
-0.29292929292929293,-0.12878787878787878,2397.0824380866225,31069.742548400405,0.0016942177124760593
-0.29292929292929293,-0.12474747474747475,2386.287758346582,31062.7725311818,0.003944715364190398
-0.29292929292929293,-0.12070707070707071,2375.8094847746943,31055.900260560247,0.0050995000377971654
-0.29292929292929293,-0.11666666666666667,2364.8309675857267,31049.13133318701,0.0029032558867784913
-0.29292929292929293,-0.11262626262626263,2354.026698763541,31042.464513783707,0.00214321413231932
-0.29292929292929293,-0.10858585858585859,2342.8604570235466,31035.916248317364,0.003198734689454031
-0.29292929292929293,-0.10454545454545455,2331.552695681902,31029.473393004242,0.0012912277505696486
-0.29292929292929293,-0.10050505050505051,2320.022083179977,31023.144141867477,0.00011031777013879793
-0.29292929292929293,-0.09646464646464648,2308.6322830487584,31016.936871964823,0.0009898235289118376
-0.29292929292929293,-0.09242424242424244,2297.4028958860026,31010.849961447922,0.0016331855795108012
-0.29292929292929293,-0.0883838383838384,2285.396564946762,31004.88689586967,0.0052187699195930335
-0.29292929292929293,-0.08434343434343433,2273.6519651750205,30999.046735689564,0.0020704999005872774
-0.29292929292929293,-0.08030303030303029,2261.538461538461,30832.810723115806,0.0025148968631547443
-0.29292929292929293,-0.07626262626262625,2249.6754807692305,30987.749199028458,0.0005340677608141379
-0.29292929292929293,-0.07222222222222222,2237.4525698516727,30982.279488499524,0.0014420521912013758
-0.29292929292929293,-0.06818181818181818,2225.4664114166376,30977.01041846865,0.004931406495025255
-0.29292929292929293,-0.06414141414141414,2212.7097902097903,30971.60694956425,0.002837870093041868
-0.29292929292929293,-0.0601010101010101,2200.0885399264953,30966.857315975787,8.021769552604143e-05
-0.29292929292929293,-0.05606060606060606,2187.4843365406136,30961.917552530642,0.0015399298567579872
-0.29292929292929293,-0.05202020202020202,2174.623983739838,30957.286670501024,0.00297496598006639
-0.29292929292929293,-0.04797979797979798,2161.4753261486107,30952.741756613854,0.0020925385411044916
-0.29292929292929293,-0.043939393939393945,2148.1080465010264,30948.341851635145,0.0012889382863483896
-0.29292929292929293,-0.039898989898989906,2134.7906120570647,30944.14145471263,0.004023121630419177
-0.29292929292929293,-0.03585858585858587,2121.361692289909,30940.086664740433,0.0017749030162600896
-0.29292929292929293,-0.03181818181818183,2107.5609756097565,30936.20660217265,0.0015761270938650658
-0.29292929292929293,-0.02777777777777779,2093.4257602862253,30932.496213774524,0.002014921807543284
-0.29292929292929293,-0.023737373737373724,2079.710144927536,30929.005917238166,0.0008027152981665273
-0.29292929292929293,-0.019696969696969685,2065.218377765173,30925.67918942018,0.006120406816986202
-0.29292929292929293,-0.015656565656565646,2050.480585778374,30922.528960736683,0.0004987597464053715
-0.29292929292929293,-0.011616161616161608,2036.006415396953,30919.603390356584,0.004723039013014764
-0.29292929292929293,-0.007575757575757569,2021.2442018238617,30916.85837658091,0.0017094660287077298
-0.29292929292929293,-0.0035353535353535304,2005.9439746300213,30914.333848178183,0.004942528436673663
-0.29292929292929293,0.0005050505050505083,1990.6669712197345,30911.848447985532,0.00039717068092708313
-0.29292929292929293,0.004545454545454519,1975.0,30909.90689761886,0.005685245462932258
-0.29292929292929293,0.008585858585858586,1958.9074693422517,30908.024393687156,0.0011831371598699536
-0.29292929292929293,0.012626262626262652,1943.0006758278887,30906.364822694595,0.0018060888490030991
-0.29292929292929293,0.016666666666666663,1926.4900362318833,30904.927011841628,0.0021594073745362695
-0.29292929292929293,0.02070707070707073,1910.0910463021567,30903.32924517483,0.00032963481218523143
-0.29292929292929293,0.02474747474747474,1893.0875666738832,30902.779305328884,0.0018276183668784489
-0.29292929292929293,0.028787878787878807,1875.7594720673567,30902.072941108774,0.00489012648941196
-0.29292929292929293,0.03282828282828282,1858.2101782633697,30900.724520066688,0.001582410553171529
-0.29292929292929293,0.036868686868686884,1840.49093128706,30901.3972249192,0.0003867597549389872
-0.29292929292929293,0.040909090909090895,1822.1685082872928,30901.477073149857,0.0018585104765320459
-0.29292929292929293,0.04494949494949496,1803.5614525139665,30901.795845458466,0.00263146623522441
-0.29292929292929293,0.04898989898989897,1784.949152542373,30902.373137562594,0.006521182264232199
-0.29292929292929293,0.05303030303030304,1765.4318181818182,30903.27156370491,0.006335456491167461
-0.29292929292929293,0.05707070707070705,1745.9107505070995,30904.427672481746,0.003804388047422308
-0.29292929292929293,0.061111111111111116,1725.7379248658317,30905.86620388549,0.00418797634511074
-0.29292929292929293,0.06515151515151513,1705.3486824594088,30907.576106963243,0.008226717507485205
-0.29292929292929293,0.0691919191919192,1684.2725289623945,30909.612301536596,0.0044047086216896705
-0.29292929292929293,0.0732323232323232,1662.8435296359826,30911.93441853773,0.0018595257824285572
-0.29292929292929293,0.07727272727272727,1640.8959370297493,30914.54839702628,0.0021568199847520992
-0.29292929292929293,0.08131313131313134,1618.392621870883,30917.479570484466,0.002290720367276542
-0.29292929292929293,0.08535353535353535,1595.351629502573,30920.71555981305,0.00636858115156157
-0.29292929292929293,0.08939393939393941,1571.6346153846155,30924.263831704066,0.0013362787851031862
-0.29292929292929293,0.09343434343434343,1547.3684210526312,30779.635518442337,0.002483732870171081
-0.29292929292929293,0.09747474747474749,1522.4564608598455,30932.306554792918,0.0017993370867966714
-0.29292929292929293,0.1015151515151515,1496.9910449166275,30936.810911888766,0.0027582709240330777
-0.29292929292929293,0.10555555555555557,1470.6826097051307,30941.63294743587,0.0014872735455989294
-0.29292929292929293,0.10959595959595958,1443.455381213181,30946.768478533384,0.0033718796835799265
-0.29292929292929293,0.11363636363636365,1415.6943491191946,30952.247901387396,0.003880563918264115
-0.29292929292929293,0.11767676767676766,1386.6847826086957,30958.03842593346,0.0032432930251068107
-0.29292929292929293,0.12171717171717172,1356.923076923077,30926.692246114282,0.00328924949715199
-0.29292929292929293,0.12575757575757573,1326.0885654372762,30970.55725073001,0.003883373698876481
-0.29292929292929293,0.1297979797979798,1294.1216432225067,30977.364683144224,0.009516967008439056
-0.29292929292929293,0.1338383838383838,1261.022608695652,30984.428803218176,0.0007467029085900342
-0.29292929292929293,0.13787878787878788,1226.414223043177,30991.86063320844,0.004109346061935343
-0.29292929292929293,0.14191919191919194,1190.545121392579,30998.37896507167,0.0004927103764816973
-0.29292929292929293,0.14595959595959596,1153.1226391337195,31007.62344735281,0.003851705266242132
-0.29292929292929293,0.15,1113.9182968929804,31015.99255486024,0.012832604374454255
-0.28939393939393937,-0.25,2670.3630734590483,31085.758962659685,9.874147131326016e-05
-0.28939393939393937,-0.24595959595959596,2661.792851111736,31076.55903169286,0.0009216444323447067
-0.28939393939393937,-0.24191919191919192,2653.372630043753,31067.4106294769,0.0033059312198006198
-0.28939393939393937,-0.23787878787878788,2644.631056708891,31058.311284318155,0.0022383891122381505
-0.28939393939393937,-0.23383838383838385,2635.8227538065885,31049.249213646093,0.003532338321791468
-0.28939393939393937,-0.2297979797979798,2627.1216883700044,31040.27553650944,0.0036408663937638618
-0.28939393939393937,-0.22575757575757577,2617.9113651730286,31031.28011690604,0.001128425609390822
-0.28939393939393937,-0.2217171717171717,2608.932538050185,31022.458165492102,0.0007914978097483002
-0.28939393939393937,-0.2176767676767677,2599.580864286747,31013.635825796027,0.00033570327083001897
-0.28939393939393937,-0.21363636363636362,2590.670314637483,31004.87196304777,0.0005384763413707291
-0.28939393939393937,-0.2095959595959596,2581.477428180575,30996.16233907861,0.0008435635093659344
-0.28939393939393937,-0.20555555555555555,2572.693014705883,30987.522755031794,0.0027404591802151156
-0.28939393939393937,-0.2015151515151515,2563.307958477509,30978.95064185145,0.003253516512771766
-0.28939393939393937,-0.19747474747474747,2554.140805928671,30970.433995131843,0.002614294821442275
-0.28939393939393937,-0.19343434343434343,2544.608230644036,30961.99121155162,0.002135800332474646
