Af,wf,fbeat,f1,f2,fase,dfase,amp,erramp,gamma,a,beta,alfa
0.0,206,221.0,1400.0,1621.0,-70.36734754933245,49.68473007209968,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,207,221.0,1400.0,1621.0,-65.65502972619926,46.563630706941126,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,208,221.0,1400.0,1621.0,-60.942711903065934,43.44253134178234,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,209,221.0,1400.0,1621.0,-56.23039407993276,40.32143197662367,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,210,221.0,1400.0,1621.0,-51.518076256799574,37.200332611465,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,211,221.0,1400.0,1621.0,-46.80575843366639,34.079233246306444,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,212,221.0,1400.0,1621.0,-42.093440610533214,30.958133881147546,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,213,221.0,1400.0,1621.0,-37.38112278740004,27.837034515988876,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,214,221.0,1400.0,1621.0,-32.66880496426686,24.715935150830205,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,215,221.0,1400.0,1621.0,-27.95648714113369,21.59483578567165,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,216,221.0,1400.0,1621.0,-23.244169318000512,18.473736420512978,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,217,221.0,1400.0,1621.0,-18.531851494867336,15.352637055354307,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,218,221.0,1400.0,1621.0,-13.81953367173416,12.23153769019575,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,219,221.0,1400.0,1621.0,-9.107215848600813,9.110438325036966,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,220,221.0,1400.0,1621.0,-4.3948980254676355,5.989338959878296,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,221,221.0,1400.0,1621.0,0.317419797665541,2.868239594719398,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,222,221.0,1400.0,1621.0,5.029737620798718,5.810747768597366,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,223,221.0,1400.0,1621.0,9.742055443931894,8.917188739947619,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,224,221.0,1400.0,1621.0,14.45437326706507,12.023629711297872,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,225,221.0,1400.0,1621.0,19.166691090198245,15.151988281735271,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,226,221.0,1400.0,1621.0,23.879008913331422,18.28134188806746,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,227,221.0,1400.0,1621.0,28.591326736464598,21.41069549439976,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,228,221.0,1400.0,1621.0,33.30364455959778,24.54004910073229,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,229,221.0,1400.0,1621.0,38.015962382730955,27.66940270706459,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,230,221.0,1400.0,1621.0,42.728280205864294,30.798756313397007,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,231,221.0,1400.0,1621.0,47.44059802899748,33.92810991972931,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,232,221.0,1400.0,1621.0,52.15291585213065,37.05746352606161,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,233,221.0,1400.0,1621.0,56.86523367526383,40.18681713239391,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,234,221.0,1400.0,1621.0,61.577551498397014,43.3161707387261,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,235,221.0,1400.0,1621.0,66.28986932153018,46.4455243450584,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,236,221.0,1400.0,1621.0,71.00218714466335,49.574877951390704,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,237,221.0,1400.0,1621.0,75.71450496779653,52.704231557723006,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,238,221.0,1400.0,1621.0,80.4268227909297,55.83358516405531,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.0,239,221.0,1400.0,1621.0,85.13914061406288,58.96293877038784,9.76920556920561,702.0557014851643,20000,0.0,-0.12,-0.12
0.001,140,221.0,1400.0,1621.0,-381.3940664467025,256.1653931506265,4.5135135135134306,705.1716818778691,20000,0.0,-0.12,-0.12
0.001,141,221.0,1400.0,1621.0,-376.6817219629802,253.0301623194065,-1.0686322686323138,702.9168677537989,20000,0.0,-0.12,-0.12
0.001,142,221.0,1400.0,1621.0,-371.96940427035,249.89758129341868,4.522522522522536,705.5305027825503,20000,0.0,-0.12,-0.12
0.001,143,221.0,1400.0,1621.0,-367.257060300662,246.76264510931253,-1.1235053235053556,702.7137039367991,20000,0.0,-0.12,-0.12
0.001,144,221.0,1400.0,1621.0,-362.5447428686577,243.62977008807678,4.459459459459367,705.9939909077616,20000,0.0,-0.12,-0.12
0.001,145,221.0,1400.0,1621.0,-357.83239939494325,240.49691338108624,-0.9375921375922189,701.0694217702186,20000,0.0,-0.12,-0.12
0.001,146,221.0,1400.0,1621.0,-353.1200822108034,237.36804007513894,4.513513513513544,706.1142660429455,20000,0.0,-0.12,-0.12
0.001,147,221.0,1400.0,1621.0,-348.4077392105391,234.23798002816858,-0.8565110565110672,701.0119079639395,20000,0.0,-0.12,-0.12
0.001,148,221.0,1400.0,1621.0,-343.6954222439778,231.10881854152478,4.468468468468473,706.1713488446313,20000,0.0,-0.12,-0.12
0.001,149,221.0,1400.0,1621.0,-338.98307976561455,227.97904772912068,-1.082637182637086,701.4632210853606,20000,0.0,-0.12,-0.12
0.001,150,221.0,1400.0,1621.0,-334.2707630517947,224.84960026524504,4.459459459459481,705.7009939565909,20000,0.0,-0.12,-0.12
0.001,151,221.0,1400.0,1621.0,-329.55842096938693,221.72011662359262,-1.1042588042588477,703.2352412439257,20000,0.0,-0.12,-0.12
0.001,152,221.0,1400.0,1621.0,-324.8461044820638,218.59038505340402,4.477477477477578,705.2639344715508,20000,0.0,-0.12,-0.12
0.001,153,221.0,1400.0,1621.0,-320.1337628339437,215.46118685266617,-1.1308763308762764,703.3804408332699,20000,0.0,-0.12,-0.12
0.001,154,221.0,1400.0,1621.0,-315.4214465613059,212.33117295667137,4.396396396396426,704.9873660931185,20000,0.0,-0.12,-0.12
0.001,155,221.0,1400.0,1621.0,-310.7091053333846,209.20225853936057,-1.0970515970516317,702.5462234212439,20000,0.0,-0.12,-0.12
0.001,156,221.0,1400.0,1621.0,-305.9967892673909,206.07196397045982,4.459459459459367,705.1283261249234,20000,0.0,-0.12,-0.12
0.001,157,221.0,1400.0,1621.0,-301.284448446673,202.9433317952935,-1.0518427518427416,702.5281842123482,20000,0.0,-0.12,-0.12
0.001,158,221.0,1400.0,1621.0,-296.57213258021017,199.81275808470656,4.477477477477464,705.866426400764,20000,0.0,-0.12,-0.12
0.001,159,221.0,1400.0,1621.0,-291.85979215506575,196.6844067221782,-1.116789516789595,702.1568338774428,20000,0.0,-0.12,-0.12
0.001,160,221.0,1400.0,1621.0,-287.147476482578,193.55355529019215,4.468468468468473,706.0431672586587,20000,0.0,-0.12,-0.12
0.001,161,221.0,1400.0,1621.0,-282.4351364435606,190.42548341283788,-1.0714168714167727,702.1515558384153,20000,0.0,-0.12,-0.12
0.001,162,221.0,1400.0,1621.0,-277.72282096358305,187.29435557650817,4.450450450450376,705.8390404326144,20000,0.0,-0.12,-0.12
0.001,163,221.0,1400.0,1621.0,-273.01048131126936,184.16656195615008,-1.0617526617527346,702.2483043868043,20000,0.0,-0.12,-0.12
0.001,164,221.0,1400.0,1621.0,-268.2981660546785,181.03515894682073,4.459459459459481,705.843298948494,20000,0.0,-0.12,-0.12
0.001,165,221.0,1400.0,1621.0,-263.5858269893803,177.9076425865843,-1.123914823914788,702.7152502116228,20000,0.0,-0.12,-0.12
0.001,166,221.0,1400.0,1621.0,-258.873511050233,174.77596524891499,4.459459459459481,705.0705635463707,20000,0.0,-0.12,-0.12
0.001,167,221.0,1400.0,1621.0,-254.16117233668868,171.64872463359097,-1.0265356265356331,701.9049768942039,20000,0.0,-0.12,-0.12
0.001,168,221.0,1400.0,1621.0,-249.4488574172221,168.51677468663763,4.450450450450376,705.7864512337871,20000,0.0,-0.12,-0.12
0.001,169,221.0,1400.0,1621.0,-244.73651881267529,165.3898090901231,-1.0700245700245432,702.5774278954291,20000,0.0,-0.12,-0.12
0.001,170,221.0,1400.0,1621.0,-240.0242040138216,162.2575870799218,4.423423423423401,705.3344234966994,20000,0.0,-0.12,-0.12
0.001,171,221.0,1400.0,1621.0,-235.31186572461215,159.13089561212394,-1.0518427518427416,702.5705114745205,20000,0.0,-0.12,-0.12
0.001,172,221.0,1400.0,1621.0,-230.59955107687972,155.99840244134168,4.459459459459481,705.7244105839907,20000,0.0,-0.12,-0.12
0.001,173,221.0,1400.0,1621.0,-225.88721310644578,152.8719842488838,-1.0802620802620595,702.2045137996547,20000,0.0,-0.12,-0.12
0.001,174,221.0,1400.0,1621.0,-221.1748986116661,149.7392207434392,4.450450450450489,705.2438250131381,20000,0.0,-0.12,-0.12
0.001,175,221.0,1400.0,1621.0,-216.46256095596658,146.61307503195087,-1.0884520884521862,702.4470800998938,20000,0.0,-0.12,-0.12
0.001,176,221.0,1400.0,1621.0,-211.75024661412368,143.4800419522261,4.432432432432506,705.2522989487779,20000,0.0,-0.12,-0.12
0.001,177,221.0,1400.0,1621.0,-207.03790926993256,140.3541679812854,-1.0610974610974608,702.4058241155866,20000,0.0,-0.12,-0.12
0.001,178,221.0,1400.0,1621.0,-202.32559508352543,137.22086602591503,4.468468468468473,705.6346863882311,20000,0.0,-0.12,-0.12
0.001,179,221.0,1400.0,1621.0,-197.6132580528133,134.09526310106332,-1.0806715806716056,702.0318411920027,20000,0.0,-0.12,-0.12
0.001,180,221.0,1400.0,1621.0,-192.90094403316908,130.96169290669104,4.423423423423401,705.7288549513528,20000,0.0,-0.12,-0.12
0.001,181,221.0,1400.0,1621.0,-188.18860733317607,127.8363603627862,-1.080835380835424,702.0398217496538,20000,0.0,-0.12,-0.12
0.001,182,221.0,1400.0,1621.0,-183.47629352214776,124.70252249315945,4.486486486486456,705.6709069428346,20000,0.0,-0.12,-0.12
0.001,183,221.0,1400.0,1621.0,-178.76395723703456,121.57745963566708,-1.0624897624896903,702.0119725915677,20000,0.0,-0.12,-0.12
0.001,184,221.0,1400.0,1621.0,-174.0516438257582,118.44335454189081,4.468468468468359,705.8031327112305,20000,0.0,-0.12,-0.12
0.001,185,221.0,1400.0,1621.0,-169.33930962474702,115.3185588134952,-1.0338247338247584,702.5267637830075,20000,0.0,-0.12,-0.12
0.001,186,221.0,1400.0,1621.0,-164.62701156945533,112.1842317273979,4.450450450450489,705.717319957809,20000,0.0,-0.12,-0.12
0.001,187,221.0,1400.0,1621.0,-159.91465377259644,109.05967332804289,-1.105978705978714,702.6501014887403,20000,0.0,-0.12,-0.12
0.001,188,221.0,1400.0,1621.0,-155.20234131833857,105.92536807917838,4.423423423423401,705.3888647530596,20000,0.0,-0.12,-0.12
0.001,189,221.0,1400.0,1621.0,-150.4900061038628,102.80077499464767,-1.105978705978714,702.6860212699467,20000,0.0,-0.12,-0.12
0.001,190,221.0,1400.0,1621.0,-145.77769290962135,99.66648854478467,4.468468468468473,705.3435540561568,20000,0.0,-0.12,-0.12
0.001,191,221.0,1400.0,1621.0,-141.06535759159723,96.54229361140403,-1.0348894348894646,702.1608709663844,20000,0.0,-0.12,-0.12
0.001,192,221.0,1400.0,1621.0,-136.35304435654947,93.41216895511184,4.441441441441384,705.6630727848753,20000,0.0,-0.12,-0.12
0.001,193,221.0,1400.0,1621.0,-131.6407092002142,90.29169332963215,-1.0880425880425264,702.6302438664432,20000,0.0,-0.12,-0.12
0.001,194,221.0,1400.0,1621.0,-126.9283960300201,87.16326577094696,4.441441441441498,705.5946120609904,20000,0.0,-0.12,-0.12
0.001,195,221.0,1400.0,1621.0,-122.21606108132396,84.04108705257954,-1.0617526617527346,702.2800841887131,20000,0.0,-0.12,-0.12
0.001,196,221.0,1400.0,1621.0,-117.50374800125445,80.92100010923946,4.4324324324323925,705.1096742672113,20000,0.0,-0.12,-0.12
0.001,197,221.0,1400.0,1621.0,-112.79141327099533,77.79047450530481,-1.0801801801801503,702.2226354823953,20000,0.0,-0.12,-0.12
0.001,198,221.0,1400.0,1621.0,-108.07910028883413,74.67872794061213,4.450450450450489,705.4238295234015,20000,0.0,-0.12,-0.12
0.001,199,221.0,1400.0,1621.0,-103.36676577840205,71.54155979060079,-1.0789516789516256,702.5980453332443,20000,0.0,-0.12,-0.12
0.001,200,221.0,1400.0,1621.0,-98.65445289643517,68.43644899603567,4.450450450450489,705.5724896160721,20000,0.0,-0.12,-0.12
0.001,201,221.0,1400.0,1621.0,-93.9421186039551,65.29918558286988,-1.0801801801801503,702.2115815773745,20000,0.0,-0.12,-0.12
0.001,202,221.0,1400.0,1621.0,-89.22980582236418,62.19416302123784,4.459459459459481,705.7671783828371,20000,0.0,-0.12,-0.12
0.001,203,221.0,1400.0,1621.0,-84.51747174465615,59.056803204956964,-1.0534807534806987,702.0428346436247,20000,0.0,-0.12,-0.12
0.001,204,221.0,1400.0,1621.0,-79.80515906271025,55.951869770252415,4.450450450450489,705.9005229113934,20000,0.0,-0.12,-0.12
0.001,205,221.0,1400.0,1621.0,-75.09282519607373,52.81441250401167,-1.071662571662614,702.0702892711636,20000,0.0,-0.12,-0.12
0.001,206,221.0,1400.0,1621.0,-70.38051261264597,49.70956900307988,4.450450450450489,705.5836765442923,20000,0.0,-0.12,-0.12
0.001,207,221.0,1400.0,1621.0,-65.66817895316159,46.57201332907141,-1.0967239967239948,702.8139957661083,20000,0.0,-0.12,-0.12
0.001,208,221.0,1400.0,1621.0,-60.95586646484167,43.467260484016606,4.459459459459481,704.9383671208477,20000,0.0,-0.12,-0.12
0.001,209,221.0,1400.0,1621.0,-56.24353301126512,40.32974971543422,-1.0972153972153365,702.6150371544783,20000,0.0,-0.12,-0.12
0.001,210,221.0,1400.0,1621.0,-51.53122062117765,37.225365202866215,4.432432432432506,704.9656745533018,20000,0.0,-0.12,-0.12
0.001,211,221.0,1400.0,1621.0,-46.81888736484604,34.087888812513825,-1.0509418509418538,702.7949325866471,20000,0.0,-0.12,-0.12
0.001,212,221.0,1400.0,1621.0,-42.10657506996262,30.983599329837375,4.432432432432506,705.317974627729,20000,0.0,-0.12,-0.12
0.001,213,221.0,1400.0,1621.0,-37.3942420102644,27.846025279454466,-1.0608517608517332,702.5345210987043,20000,0.0,-0.12,-0.12
0.001,214,221.0,1400.0,1621.0,-32.68192981031256,24.7418311963487,4.459459459459481,705.7147875166205,20000,0.0,-0.12,-0.12
0.001,215,221.0,1400.0,1621.0,-27.96959694547951,21.604158755548497,-1.0013923013922295,701.303711008497,20000,0.0,-0.12,-0.12
0.001,216,221.0,1400.0,1621.0,-23.25728484253687,18.500060346557802,4.459459459459481,706.2033477221942,20000,0.0,-0.12,-0.12
0.001,217,221.0,1400.0,1621.0,-18.544952175944182,15.362288893105642,-1.0737919737920265,701.3601289331456,20000,0.0,-0.12,-0.12
0.001,218,221.0,1400.0,1621.0,-13.832640183470291,12.258286265384982,4.459459459459367,706.5422213857923,20000,0.0,-0.12,-0.12
0.001,219,221.0,1400.0,1621.0,-9.120307756515322,9.120415446668858,-1.0180180180179832,701.7611851685433,20000,0.0,-0.12,-0.12
0.001,220,221.0,1400.0,1621.0,-4.407995987312759,6.016507009805537,4.468468468468473,706.0289779683833,20000,0.0,-0.12,-0.12
0.001,221,221.0,1400.0,1621.0,0.30433757881456713,2.8785364088057577,-1.0063063063063282,702.4816178217874,20000,0.0,-0.12,-0.12
0.001,222,221.0,1400.0,1621.0,5.01664881939939,5.790389536308339,4.459459459459481,704.9473641383772,20000,0.0,-0.12,-0.12
0.001,223,221.0,1400.0,1621.0,9.7289808543079,8.908464578351982,-1.0048321048320759,702.9618400975952,20000,0.0,-0.12,-0.12
0.001,224,221.0,1400.0,1621.0,14.441292577835458,12.005925516324737,4.513513513513544,704.6975858657095,20000,0.0,-0.12,-0.12
0.001,225,221.0,1400.0,1621.0,19.15362452690287,15.13054844513647,-1.0338247338247584,702.5181837370703,20000,0.0,-0.12,-0.12
0.001,226,221.0,1400.0,1621.0,23.865936193884046,18.26479885093306,4.459459459459481,704.4339558089142,20000,0.0,-0.12,-0.12
0.001,227,221.0,1400.0,1621.0,28.578267987318494,21.38935491195923,-1.078132678132647,702.8568540923601,20000,0.0,-0.12,-0.12
0.001,228,221.0,1400.0,1621.0,33.29057957806491,24.523675424342287,4.477477477477464,705.2076600157658,20000,0.0,-0.12,-0.12
0.001,229,221.0,1400.0,1621.0,38.00291120964835,27.648164360331293,-1.0524979524980154,702.4258169031752,20000,0.0,-0.12,-0.12
0.001,230,221.0,1400.0,1621.0,42.715222720906425,30.782555219788605,4.441441441441384,705.6173912069504,20000,0.0,-0.12,-0.12
0.001,231,221.0,1400.0,1621.0,47.42755419111411,33.90697675616923,-1.0351351351350786,702.0811680988585,20000,0.0,-0.12,-0.12
0.001,232,221.0,1400.0,1621.0,52.13986562246169,37.0414382013638,4.4324324324323925,705.4206940887593,20000,0.0,-0.12,-0.12
0.001,233,221.0,1400.0,1621.0,56.85219693334121,40.165792067736106,-1.0259623259622686,702.0824444961527,20000,0.0,-0.12,-0.12
0.001,234,221.0,1400.0,1621.0,61.564508285022626,43.30032432686119,4.450450450450376,705.1737678167725,20000,0.0,-0.12,-0.12
0.001,235,221.0,1400.0,1621.0,66.27683943904839,46.424610262245665,-1.0612612612611656,702.4163892807763,20000,0.0,-0.12,-0.12
0.001,236,221.0,1400.0,1621.0,70.98915071186286,49.55921355098258,4.468468468468473,705.1582797581488,20000,0.0,-0.12,-0.12
