t,alfa,beta,freq
0.30002267573696145,0.05,-0.06080402010050251,392.1496248528582
0.3000453514739229,0.05,-0.06080402010050251,392.1496248528582
0.3000680272108844,0.05,-0.06080402010050251,392.1496248528582
0.3000907029478458,0.05,-0.06080402010050251,392.1496248528582
0.30011337868480725,0.05,-0.06080402010050251,392.1496248528582
0.3001360544217687,0.05,-0.06080402010050251,392.1496248528582
0.3001587301587302,0.05,-0.06080402010050251,392.1496248528582
0.3001814058956916,0.05,-0.06080402010050251,392.1496248528582
0.30020408163265305,0.05,-0.06080402010050251,392.1496248528582
0.3002267573696145,0.05,-0.06080402010050251,392.1496248528582
0.300249433106576,0.05,-0.06080402010050251,392.1496248528582
0.3002721088435374,0.05,-0.06080402010050251,392.1496248528582
0.30029478458049885,0.05,-0.06080402010050251,392.1496248528582
0.3003174603174603,0.05,-0.06080402010050251,392.1496248528582
0.3003401360544218,0.05,-0.06080402010050251,392.1496248528582
0.30036281179138324,0.05,-0.06080402010050251,392.1496248528582
0.30038548752834465,0.05,-0.06080402010050251,392.1496248528582
0.3004081632653061,0.05,-0.06080402010050251,392.1496248528582
0.3004308390022676,0.05,-0.06080402010050251,392.1496248528582
0.30045351473922904,0.05,-0.06080402010050251,392.1496248528582
0.30047619047619045,0.05,-0.06080402010050251,392.1496248528582
0.3004988662131519,0.05,-0.06080402010050251,392.1496248528582
0.3005215419501134,0.05,-0.06080402010050251,392.1496248528582
0.30054421768707484,0.05,-0.06080402010050251,392.1496248528582
0.3005668934240363,0.05,-0.06080402010050251,392.1496248528582
0.3005895691609977,0.05,-0.06080402010050251,392.1496248528582
0.3006122448979592,0.05,-0.06080402010050251,392.1496248528582
0.30063492063492064,0.05,-0.06080402010050251,392.1496248528582
0.3006575963718821,0.05,-0.06080402010050251,392.1496248528582
0.3006802721088435,0.05,-0.06080402010050251,392.1496248528582
0.300702947845805,0.05,-0.06080402010050251,392.1496248528582
0.30072562358276644,0.05,-0.06080402010050251,392.1496248528582
0.3007482993197279,0.05,-0.06080402010050251,392.1496248528582
0.3007709750566893,0.05,-0.06080402010050251,392.1496248528582
0.3007936507936508,0.05,-0.06080402010050251,392.1496248528582
0.30081632653061224,0.05,-0.06080402010050251,392.1496248528582
0.3008390022675737,0.05,-0.06080402010050251,392.1496248528582
0.3008616780045352,0.05,-0.06080402010050251,392.1496248528582
0.3008843537414966,0.05,-0.06080402010050251,392.1496248528582
0.30090702947845804,0.05,-0.06080402010050251,392.1496248528582
0.3009297052154195,0.05,-0.06080402010050251,392.1496248528582
0.30095238095238097,0.05,-0.06080402010050251,392.1496248528582
0.3009750566893424,0.05,-0.06080402010050251,392.1496248528582
0.30099773242630384,0.05,-0.06080402010050251,392.1496248528582
0.3010204081632653,0.05,-0.06080402010050251,392.1496248528582
0.3010430839002268,0.05,-0.06080402010050251,392.1496248528582
0.30106575963718823,0.05,-0.06080402010050251,392.1496248528582
0.30108843537414964,0.05,-0.06080402010050251,392.1496248528582
0.3011111111111111,0.05,-0.06080402010050251,392.1496248528582
0.30113378684807257,0.05,-0.06080402010050251,392.1496248528582
0.30115646258503403,0.05,-0.06080402010050251,392.1496248528582
0.30117913832199544,0.05,-0.06080402010050251,392.1496248528582
0.3012018140589569,0.05,-0.06080402010050251,392.1496248528582
0.3012244897959184,0.05,-0.06080402010050251,392.1496248528582
0.30124716553287983,0.05,-0.06080402010050251,392.1496248528582
0.30126984126984124,0.05,-0.06080402010050251,392.1496248528582
0.3012925170068027,0.05,-0.06080402010050251,392.1496248528582
0.30131519274376417,0.05,-0.06080402010050251,392.1496248528582
0.30133786848072563,0.05,-0.06080402010050251,392.1496248528582
0.3013605442176871,0.05,-0.06080402010050251,392.1496248528582
0.3013832199546485,0.05,-0.06080402010050251,392.1496248528582
0.30140589569161,0.05,-0.06080402010050251,392.1496248528582
0.30142857142857143,0.05,-0.06080402010050251,392.1496248528582
0.3014512471655329,0.05,-0.06080402010050251,392.1496248528582
0.3014739229024943,0.05,-0.06080402010050251,392.1496248528582
0.30149659863945577,0.05,-0.06080402010050251,392.1496248528582
0.30151927437641723,0.05,-0.06080402010050251,392.1496248528582
0.3015419501133787,0.05,-0.06080402010050251,392.1496248528582
0.30156462585034016,0.05,-0.06080402010050251,392.1496248528582
0.3015873015873016,0.05,-0.06080402010050251,392.1496248528582
0.30160997732426303,0.05,-0.06080402010050251,392.1496248528582
0.3016326530612245,0.05,-0.06080402010050251,392.1496248528582
0.301655328798186,0.05,-0.06080402010050251,392.1496248528582
0.30167800453514737,0.05,-0.06080402010050251,392.1496248528582
0.30170068027210883,0.05,-0.06080402010050251,392.1496248528582
0.3017233560090703,0.05,-0.06080402010050251,392.1496248528582
0.30174603174603176,0.05,-0.06080402010050251,392.1496248528582
0.3017687074829932,0.05,-0.06080402010050251,392.1496248528582
0.30179138321995463,0.05,-0.06080402010050251,392.1496248528582
0.3018140589569161,0.05,-0.06080402010050251,392.1496248528582
0.3018367346938776,0.05,-0.06080402010050251,392.1496248528582
0.30185941043083897,0.05,-0.06080402010050251,392.1496248528582
0.30188208616780043,0.05,-0.06080402010050251,392.1496248528582
0.3019047619047619,0.05,-0.06080402010050251,392.1496248528582
0.30192743764172336,0.05,-0.06080402010050251,392.1496248528582
0.3019501133786848,0.05,-0.06080402010050251,392.1496248528582
0.30197278911564623,0.05,-0.06080402010050251,392.1496248528582
0.3019954648526077,0.05,-0.06080402010050251,392.1496248528582
0.3020181405895692,0.05,-0.06080402010050251,392.1496248528582
0.3020408163265306,0.05,-0.06080402010050251,392.1496248528582
0.3020634920634921,0.05,-0.06080402010050251,392.1496248528582
0.3020861678004535,0.05,-0.06080402010050251,392.1496248528582
0.30210884353741496,0.05,-0.06080402010050251,392.1496248528582
0.3021315192743764,0.05,-0.06080402010050251,392.1496248528582
0.3021541950113379,0.05,-0.06080402010050251,392.1496248528582
0.3021768707482993,0.05,-0.06080402010050251,392.1496248528582
0.3021995464852608,0.05,-0.06080402010050251,392.1496248528582
0.3022222222222222,0.05,-0.06080402010050251,392.1496248528582
0.3022448979591837,0.05,-0.06080402010050251,392.1496248528582
0.3022675736961451,0.05,-0.06080402010050251,392.1496248528582
0.30229024943310656,0.05,-0.06080402010050251,392.1496248528582
0.30231292517006797,0.05,-0.06080402010050251,392.1496248528582
0.3023356009070295,0.05,-0.06080402010050251,392.1496248528582
0.3023582766439909,0.05,-0.06080402010050251,392.1496248528582
0.3023809523809524,0.05,-0.06080402010050251,392.1496248528582
0.3024036281179138,0.05,-0.06080402010050251,392.1496248528582
0.3024263038548753,0.05,-0.06080402010050251,392.1496248528582
0.30244897959183675,0.05,-0.06080402010050251,392.1496248528582
0.30247165532879816,0.05,-0.06080402010050251,392.1496248528582
0.3024943310657596,0.05,-0.06080402010050251,392.1496248528582
0.3025170068027211,0.05,-0.06080402010050251,392.1496248528582
0.3025396825396825,0.05,-0.06080402010050251,392.1496248528582
0.30256235827664396,0.05,-0.06080402010050251,392.1496248528582
0.3025850340136054,0.05,-0.06080402010050251,392.1496248528582
0.3026077097505669,0.05,-0.06080402010050251,392.1496248528582
0.30263038548752835,0.05,-0.06080402010050251,392.1496248528582
0.3026530612244898,0.05,-0.06080402010050251,392.1496248528582
0.3026757369614512,0.05,-0.06080402010050251,392.1496248528582
0.3026984126984127,0.05,-0.06080402010050251,392.1496248528582
0.3027210884353741,0.05,-0.06080402010050251,392.1496248528582
0.3027437641723356,0.05,-0.06080402010050251,392.1496248528582
0.302766439909297,0.05,-0.06080402010050251,392.1496248528582
0.3027891156462585,0.05,-0.06080402010050251,392.1496248528582
0.30281179138321995,0.05,-0.06080402010050251,392.1496248528582
0.3028344671201814,0.05,-0.06080402010050251,392.1496248528582
0.3028571428571429,0.05,-0.06080402010050251,392.1496248528582
0.3028798185941043,0.05,-0.06080402010050251,392.1496248528582
0.3029024943310657,0.05,-0.06080402010050251,392.1496248528582
0.3029251700680272,0.05,-0.06080402010050251,392.1496248528582
0.3029478458049887,0.05,-0.06080402010050251,392.1496248528582
0.3029705215419501,0.05,-0.06080402010050251,392.1496248528582
0.30299319727891155,0.05,-0.06080402010050251,392.1496248528582
0.30301587301587296,0.05,-0.06080402010050251,392.1496248528582
0.3030385487528345,0.05,-0.06080402010050251,392.1496248528582
0.30306122448979594,0.05,-0.06080402010050251,392.1496248528582
0.3030839002267573,0.05,-0.06080402010050251,392.1496248528582
0.3031065759637188,0.05,-0.06080402010050251,392.1496248528582
0.3031292517006803,0.05,-0.06080402010050251,392.1496248528582
0.3031519274376417,0.05,-0.06080402010050251,392.1496248528582
0.30317460317460315,0.05,-0.06080402010050251,392.1496248528582
0.3031972789115646,0.05,-0.06080402010050251,392.1496248528582
0.3032199546485261,0.05,-0.06080402010050251,392.1496248528582
0.30324263038548754,0.05,-0.06080402010050251,392.1496248528582
0.3032653061224489,0.05,-0.06080402010050251,392.1496248528582
0.3032879818594104,0.05,-0.06080402010050251,392.1496248528582
0.3033106575963719,0.05,-0.06080402010050251,392.1496248528582
0.3033333333333333,0.05,-0.06080402010050251,392.1496248528582
0.3033560090702948,0.05,-0.06080402010050251,392.1496248528582
0.3033786848072562,0.05,-0.06080402010050251,392.1496248528582
0.3034013605442177,0.05,-0.06080402010050251,392.1496248528582
0.30342403628117914,0.05,-0.06080402010050251,392.1496248528582
0.3034467120181406,0.05,-0.06080402010050251,392.1496248528582
0.303469387755102,0.05,-0.06080402010050251,392.1496248528582
0.3034920634920635,0.05,-0.06080402010050251,392.1496248528582
0.3035147392290249,0.05,-0.06080402010050251,392.1496248528582
0.3035374149659864,0.05,-0.06080402010050251,392.1496248528582
0.3035600907029479,0.05,-0.06080402010050251,392.1496248528582
0.3035827664399093,0.05,-0.06080402010050251,392.1496248528582
0.30360544217687074,0.05,-0.06080402010050251,392.1496248528582
0.3036281179138322,0.05,-0.06080402010050251,392.1496248528582
0.3036507936507937,0.05,-0.06080402010050251,392.1496248528582
0.3036734693877551,0.05,-0.06080402010050251,392.1496248528582
0.3036961451247165,0.05,-0.06080402010050251,392.1496248528582
0.30371882086167795,0.05,-0.06080402010050251,392.1496248528582
0.3037414965986395,0.05,-0.06080402010050251,392.1496248528582
0.3037641723356009,0.05,-0.06080402010050251,392.1496248528582
